,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,3255,3326,712,1378,1948,0.120807,0.06396434016719979,-0.0026050502936808165,-0.0007575347465024542,0.044125,-8.996489230007429e-06
1,5.0,-0.455548,2388,3487,551,1272,2215,0.120619,0.0640273933919548,-0.0023606958794190006,0.0005492996733269644,0.043923,-2.221362218370884e-05
2,4.0,-0.672528,568,3559,479,1897,1662,0.120216,0.06428370440628657,-0.0026260520678687577,0.000883566480566333,0.043084,-3.116631279804515e-05
3,3.0,-0.597208,568,2558,1480,1144,1414,0.119838,0.06445203630778179,-0.0022416438787603243,0.0006782052036019222,0.042587,-3.630512603564521e-05
4,4.0,-0.698781,568,2838,1200,1473,1365,0.119322,0.06444182855952815,-0.0020711433572668113,0.00037971902867706283,0.042033,-3.456605695914113e-05
5,0.0,-0.368672,3892,3359,679,1109,2250,0.118994,0.0644804932857365,-0.0023878425956265635,-0.0006596823542472709,0.041629,-3.285889553304556e-05
6,1.0,-0.61331,1875,191,3847,96,95,0.11898,0.06446885529174004,-0.002337563809947391,-0.0006596823542472709,0.041621,-3.366403294329563e-05
7,4.0,-0.17765,2811,1722,2316,256,1466,0.118935,0.06445103825123802,-0.0023053638421170106,-0.0006596823542472709,0.041573,-3.186337684029983e-05
8,5.0,0.720011,596,3608,430,1780,1828,0.119147,0.06426218703519009,-0.0021226667884080125,-0.0006925774483395025,0.041855,2.4323179237937363e-05
9,0.0,-0.663821,2388,3573,465,1850,1723,0.11883,0.06441082913173976,-0.0015781300178119646,-0.00043874400649634575,0.041127,-2.3190960777348384e-06
10,1.0,0.33854,2344,3433,605,979,2454,0.118919,0.06451122521008644,-0.0007430864517910436,-0.0005506991223492023,0.041093,3.3428267872349338e-06
11,0.0,-0.744866,1797,3563,475,1959,1604,0.118419,0.0651402262279477,-0.0009156229345745152,-0.000298865517698501,0.040115,-1.3454342479085114e-05
12,3.0,0.593472,2251,3624,414,1611,2013,0.118832,0.06482614136313741,-0.0008145531966274596,0.00055648784156347,0.04081,-1.3906291855022661e-05
13,3.0,0.364569,2251,3346,692,1032,2314,0.119317,0.0646734094539634,-0.0009022479574771678,0.0008135014483855699,0.041326,-1.7413496608674553e-05
14,1.0,0.672398,2344,3658,380,1833,1825,0.119415,0.06497297678308711,-0.0007969808139915779,0.0013201342408086074,0.041277,-2.3118423570793892e-05
15,3.0,0.814067,2251,3977,61,2174,1803,0.119959,0.06474718554084277,-0.0007932832780136446,0.002489915908474115,0.041816,3.387829591422715e-05
16,4.0,-0.85685,568,3598,440,2068,1530,0.119635,0.06521303895537156,-0.0014299304260851553,0.0027784321475078067,0.041145,3.989147987065201e-05
17,0.0,-0.785117,737,3599,439,1978,1621,0.11942,0.06553923720880675,-0.001259742238782348,0.0019123331058790226,0.040446,1.717676225628102e-05
18,2.0,-0.39117,568,3280,758,1174,2106,0.11926,0.06532467509963477,-0.0013636428408166966,0.0012289149492242203,0.040638,2.050857706192598e-05
19,4.0,-0.272472,568,1811,2227,403,1408,0.119206,0.0653354155045158,-0.0012932883653568824,0.0006181765796311607,0.04059,1.5046810535558065e-05
20,5.0,-0.248584,2388,217,3821,39,178,0.119198,0.06533511008422806,-0.0012670142448224686,0.0004927496184284344,0.040584,1.5250941095927791e-05
21,3.0,-0.828362,1868,3995,43,2213,1782,0.118805,0.06554816477289217,-0.0011253047874517413,-0.0022491120457104052,0.039974,-1.1305246683527455e-07
22,5.0,-0.692933,2772,3875,163,1836,2039,0.118602,0.06568013336361554,-0.001279629441688406,-0.00254397586286241,0.039748,1.9053457395341832e-05
23,4.0,-0.708449,1523,3647,391,1850,1797,0.118483,0.06596570699067143,-0.0008601540461480127,-0.0023531746846048333,0.03929,1.937898351566865e-05
24,3.0,-0.17273,2350,648,3390,99,549,0.118449,0.06595208325215095,-0.000955010483909981,-0.002493623454415988,0.039258,1.3002468819668932e-05
25,1.0,-0.587247,568,3546,492,1600,1946,0.118307,0.06560742608365183,-0.0014397738605267298,-0.002177622367570201,0.039352,1.814435212411723e-05
26,4.0,0.931225,2251,3017,1021,1737,1280,0.118564,0.0654970162882283,-0.0014833341456212,-0.00264646773039392,0.039761,1.1293550220455705e-05
27,3.0,0.460005,998,2913,1125,1057,1856,0.11914,0.0653536763694273,-0.0016370409769969664,-0.0012240815110031505,0.040342,3.609245023106654e-05
28,0.0,-0.838253,2388,3782,256,2131,1651,0.118966,0.065601874738265,-0.0008614939809091825,-0.0012956641639337108,0.039629,7.85116752867734e-05
29,1.0,0.335564,2344,3511,527,1001,2510,0.119073,0.06571679994934351,-0.0005994032497864129,-0.0007888616774159097,0.039615,6.0157961496231205e-05
30,3.0,-0.331349,568,3030,1008,865,2165,0.118712,0.06554762084529983,-0.0013592674360992346,0.000318607478727236,0.039266,7.094155892133643e-05
31,5.0,0.650553,3479,3571,467,1593,1978,0.118859,0.06548462061071114,-0.0011940780881260812,0.00014450965497860517,0.039511,0.00011046810014441144
32,0.0,-0.570672,2388,3651,387,1593,2058,0.118693,0.06589013418870876,-0.0007822629602301141,-0.00039728297691871004,0.039054,0.00013934656015926662
33,0.0,-0.245424,2861,674,3364,134,540,0.118652,0.06592590705110578,-0.0007350717456133001,-0.0005389025908560379,0.038987,0.00015337019224641687
34,1.0,-0.556553,3547,3562,476,1515,2047,0.118503,0.06578157735224593,-0.0009145756725375049,-0.0005560935181351069,0.039008,0.00016621002883963304
35,3.0,0.062427,518,917,3121,60,857,0.118516,0.06578566934676837,-0.0009707964164587012,-0.0005560935181351069,0.039017,0.00016970463765369592
36,4.0,-0.551645,3091,3385,653,1438,1947,0.118187,0.06615887495707619,-0.0009525713548788103,-0.0005909609512249826,0.038554,0.00016040669261779594
37,1.0,0.52511,3452,3775,263,1548,2227,0.118281,0.06625198619372287,-0.001004883905455474,-0.0010504630024735112,0.03853,0.00016124066412289396
38,1.0,-0.489366,1667,3618,420,1375,2243,0.118138,0.06604861981521386,-0.0009221565351940608,-0.0014712126897316546,0.038544,0.00017680154057746192
39,4.0,-0.10524,3920,18,4020,2,16,0.118135,0.06604718171029048,-0.0009221565351940608,-0.0014712126897316546,0.038542,0.00016319210754948472
40,2.0,0.445429,251,3282,756,1325,1957,0.118457,0.06626505053851925,-0.0005627782707296396,-0.0015539756248851304,0.038172,0.00015217274340868108
41,1.0,-0.671714,1013,3595,443,1723,1872,0.118392,0.06614276642154279,-0.0009116466794784482,-0.0008798036367385359,0.038241,0.00018022924254212995
42,4.0,0.701954,2848,3018,1020,1489,1529,0.118796,0.06602234333708233,-0.0012461707461233883,-0.0014992743344283109,0.038687,0.00013559340446339758
43,4.0,0.749719,2251,3103,935,1606,1497,0.119101,0.06583922317895742,-0.0013449621625574177,-0.0011260831388478537,0.039201,0.00016676800213608883
44,1.0,0.357057,2382,3451,587,1028,2423,0.11916,0.06585261223486515,-0.0012387608030413463,-0.0010281370625030211,0.039153,0.00017284269471676064
45,2.0,0.262092,2938,722,3316,197,525,0.119217,0.06590842406037024,-0.0011168234574800635,-0.0009973815428060433,0.03909,0.00017254742361005106
46,1.0,0.323409,2344,3365,673,896,2469,0.119308,0.06609368820593381,-0.0009679281885946998,-0.0021526483832625533,0.039061,0.00015572078335256156
47,4.0,-0.673508,568,3519,519,1707,1812,0.119047,0.06651842921432971,-0.0009388126283343289,-0.0020646606453024337,0.038431,0.00012111187025526026
48,1.0,0.686776,2344,3692,346,1805,1887,0.119138,0.0667181270159658,-0.0009358783997131045,-0.002582669952745073,0.038399,9.057580758062366e-05
49,2.0,-0.370808,568,2946,1092,1007,1939,0.119047,0.0663056357139664,-0.00047251568112215375,-0.0015683113643141689,0.03862,9.991463614497835e-05
50,1.0,0.382281,2344,3616,422,1174,2442,0.119219,0.06638604314009368,-0.000424888253371689,-0.0012822230756372882,0.038601,8.677491344133885e-05
51,0.0,-0.826821,2388,3780,258,2070,1710,0.118949,0.0668431829039647,-0.0011261558479182517,-0.0017973291050664513,0.037834,7.323830559511228e-05
52,4.0,-0.7165,1126,3109,929,1565,1544,0.118647,0.06687840999065169,-0.0014825247660921824,-0.0019583485548607237,0.037346,7.502149450325785e-05
53,2.0,-0.621121,3601,3499,539,1730,1769,0.118464,0.06641282730106243,-0.0022116552336017992,-0.0012154283225646783,0.037783,5.417423032895725e-05
54,5.0,-0.46916,2388,3525,513,1239,2286,0.118236,0.06652490679641691,-0.0021731710681241133,-0.0012786563452912999,0.037559,4.909001393876167e-05
55,4.0,-0.67529,2024,177,3861,103,74,0.118211,0.0665977940574825,-0.002158633901896042,-0.0013199851979602173,0.037473,2.0503450432943392e-05
56,0.0,0.527943,568,3374,664,1326,2048,0.118446,0.0666452610482379,-0.0025276926996194754,-0.002345056626037264,0.037792,3.4397533126679484e-05
57,1.0,0.480674,163,3558,480,1383,2175,0.118546,0.06687146090742561,-0.0024596109060715425,-0.0025435049289704954,0.037753,3.336928974960596e-05
58,5.0,0.64602,568,3568,470,1615,1953,0.118776,0.06684263618262343,-0.002334156897411237,-0.0018754269860888524,0.037984,1.3074117677310813e-05
59,0.0,-0.408563,959,2933,1105,956,1977,0.118637,0.06665503996975988,-0.002671674217756761,-0.0014551381908333252,0.037798,-1.007302270397169e-05
60,2.0,0.548847,2251,2727,1311,1233,1494,0.11892,0.06739967093245573,-0.0023980957454879806,-0.0006765729851690616,0.037433,9.496763546750424e-06
61,0.0,0.428672,568,2359,1679,787,1572,0.119061,0.0672666859167655,-0.0021904334216541104,-0.0005485680849838938,0.037629,1.7659888082526617e-05
62,4.0,0.552901,2251,734,3304,287,447,0.119179,0.06729024435785107,-0.0021067917195299562,-0.0009850120940394066,0.037718,1.3578331184265817e-06
63,3.0,0.778063,2251,3766,272,1989,1777,0.119912,0.06720700123578556,-0.0019985936609018037,-0.0004892451550771414,0.038506,1.922118832712298e-06
64,1.0,-0.536411,17,41,3997,14,27,0.119916,0.06720484265104384,-0.001976162197854118,-0.0004892451550771414,0.03851,-2.5369056783052735e-06
65,0.0,-0.623669,2388,3432,606,1568,1864,0.11967,0.06760859928954895,-0.002581958178525609,-0.0009192709238743487,0.037941,2.633486951357393e-05
66,3.0,0.509756,3901,3862,176,1570,2292,0.120196,0.06778453591745773,-0.002765738544119696,-0.0007636970956864708,0.038526,8.381063084063507e-05
67,0.0,0.655686,568,3727,311,1741,1986,0.120641,0.06812935390183253,-0.002765810143602848,-0.0011219883304986109,0.039054,7.21056296027049e-05
68,4.0,-0.339661,568,1901,2137,516,1385,0.120541,0.0681360065879906,-0.0028101725592684975,-0.0006898467450422247,0.038931,7.849756820136792e-05
69,4.0,0.55661,2251,2942,1096,1220,1722,0.120838,0.06810534675930399,-0.0025326840224668234,-0.0015624853240886198,0.03919,7.849756820136792e-05
70,2.0,0.649722,2251,3595,443,1881,1714,0.121208,0.06837287127944967,-0.002228901716627982,0.0006008088855513446,0.038896,8.0900712544027e-05
71,0.0,0.676847,3717,3672,366,1766,1906,0.121408,0.06856000126791577,-0.0019449681863096281,0.0004208534817779131,0.039137,8.392226986019436e-05
72,3.0,0.768761,2251,3701,337,1965,1736,0.122194,0.0681039951223384,-0.0016291629016125207,-0.0001692045172027194,0.040086,9.636453279656476e-05
73,0.0,-0.505987,3034,3550,488,1413,2137,0.122025,0.06799480914692765,-0.0015289136140961602,-0.0009020937964852216,0.039729,8.304826639398986e-05
74,0.0,0.50125,1399,909,3129,354,555,0.12214,0.06798384766413493,-0.0014500490342403663,-0.0007863926838506259,0.039856,8.471413135349185e-05
75,4.0,-0.412028,568,3410,628,1146,2264,0.121941,0.06835770518760714,-0.001469006936360189,-0.0012098582485877355,0.039493,2.298590654537105e-05
76,4.0,0.505494,1723,2458,1580,919,1539,0.122177,0.06808921165042156,-0.0009836765041885724,-0.0013583842237697098,0.039661,1.258604890734184e-05
77,5.0,0.41513,1812,1,4037,0,1,0.122176,0.06808893688519604,-0.0009857617050796396,-0.0013583842237697098,0.03966,8.448341554036577e-06
78,2.0,-0.426455,568,2559,1479,967,1592,0.122124,0.06782379183753766,-0.0009922300773833501,-0.0011793937681642869,0.039812,-1.8432931038189218e-05
79,5.0,-0.271491,2388,220,3818,40,180,0.122128,0.06787027767617838,-0.0009922300773833501,-0.0011793937681642869,0.039807,-1.6046127373915884e-05
80,1.0,-0.600844,568,3575,463,1619,1956,0.122049,0.06779092143069475,-0.0007526103423768329,-0.001510415143460673,0.039865,-9.650138267701473e-06
81,0.0,0.826338,568,3560,478,1915,1645,0.122491,0.0680863595445596,-0.0005615074912784336,-0.0014202847418001059,0.040227,1.2096952596373789e-05
82,1.0,-0.335564,2529,3492,546,998,2494,0.122359,0.0679999690393567,-0.000543328816683361,-0.0013997569273768967,0.040269,1.5670169976913516e-05
83,0.0,-0.552554,2388,3432,606,1448,1984,0.121961,0.06824472374041093,-0.0009249056841223238,-0.001019292503905654,0.039714,2.5534096691446817e-05
84,1.0,0.669822,2450,3907,131,1882,2025,0.122174,0.06836726608833711,-0.0011208080334857953,-0.0008374710897914569,0.039703,2.4087550516651076e-05
85,5.0,-0.51065,2388,3513,525,1344,2169,0.121994,0.06834750970714794,-0.0009370203456217708,-0.0017523988851558172,0.03948,-2.1447928562328875e-05
