,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,3458,2835,1203,1226,1609,0.119132,0.06897518092947179,0.0012858632130632343,0.0011997250905488644,-0.035614,1.5159211576022675e-06
1,5.0,-0.455548,2756,3185,853,1370,1815,0.119062,0.06889390044671052,0.0013425360414690407,0.00041712507577701483,-0.035501,8.119649095917975e-06
2,4.0,-0.672528,3798,3508,530,2030,1478,0.118826,0.0693604321859579,0.0016579944508171313,-0.0008744608648054774,-0.034841,4.659108592021441e-05
3,3.0,-0.597208,313,3824,214,2043,1781,0.118766,0.06905628928057747,0.001412169983819257,-0.0009409693542008516,-0.034807,4.509046299374747e-05
4,4.0,-0.698781,3798,3814,224,2243,1571,0.118514,0.06943113396462365,0.0012325846271528953,-0.0007779071494044573,-0.034101,7.933523150080369e-05
5,0.0,-0.368672,2756,3513,525,1299,2214,0.118432,0.06939877133215296,0.0013242316568238554,0.00014654114235593436,-0.03407,8.504878064663185e-05
6,1.0,-0.61331,3054,3113,925,1676,1437,0.118301,0.06952184888269021,0.0016131679068282724,0.0005586131490678572,-0.033925,0.00011968814682637933
7,4.0,-0.17765,1711,1151,2887,203,948,0.118258,0.06948722696752689,0.0017028807646388355,0.00022347507500832502,-0.033881,0.00012101926013825519
8,5.0,0.720011,710,3,4035,1,2,0.11825,0.06948199424099973,0.0017028807646388355,0.00022347507500832502,-0.03388,9.720845300777735e-05
9,0.0,-0.663821,2756,3658,380,2006,1652,0.118151,0.06969237479184556,0.0015271422835639906,-0.00019379726131845098,-0.033789,9.987633972341103e-05
10,1.0,0.33854,852,2759,1279,948,1811,0.118275,0.06972887056115676,0.0014445644891272276,-2.3137196601918744e-05,-0.033858,9.739562337447977e-05
11,0.0,-0.744866,866,3846,192,2296,1550,0.118225,0.06980781551914024,0.0018281331243091416,-0.0005300910339360768,-0.033707,0.00010841231067331611
12,3.0,0.593472,310,3755,283,1971,1784,0.118385,0.06989448378074972,0.0020533331973392544,-0.0005839087156962961,-0.033712,0.00011509637713641205
13,3.0,0.364569,311,3186,852,1156,2030,0.118563,0.07002583856949188,0.0022258339198150787,-0.0006164453400361415,-0.033759,0.00012422934734355903
14,1.0,0.672398,3798,3830,208,2151,1679,0.118755,0.06988156008864839,0.0014863350204557982,-0.0010254821711269816,-0.03392,0.00012048226885878557
15,3.0,0.814067,1864,181,3857,115,66,0.118786,0.06990458891102636,0.0015312483735045947,-0.0010254821711269816,-0.033908,0.00013372703241412104
16,4.0,-0.85685,3798,3863,175,2418,1445,0.118661,0.07024716522925241,0.0020112618236840666,-0.0016156088900726073,-0.033524,0.00023188016437747833
17,0.0,-0.785117,1677,3901,137,2362,1539,0.118503,0.07021299872224426,0.0019072190683572727,-0.0013975489073232686,-0.033403,0.0002431820625370888
18,2.0,-0.39117,2275,3495,543,1326,2169,0.118394,0.07018038556264442,0.002204269503561665,-0.0020832990941714404,-0.033439,0.0002390999085385743
19,4.0,-0.272472,3798,372,3666,88,284,0.11838,0.07031173532627956,0.002277442968202183,-0.0020832990941714404,-0.033407,0.00023773897311351412
20,5.0,-0.248584,2756,2425,1613,602,1823,0.118279,0.07034078836938279,0.001972643337020442,-0.00152418586052789,-0.033326,0.00022177798029350917
21,3.0,-0.828362,3999,59,3979,35,24,0.118279,0.07034092372322824,0.001972643337020442,-0.00152418586052789,-0.033321,0.00022605839623804987
22,5.0,-0.692933,2756,3924,114,2222,1702,0.118144,0.07061192748342869,0.001427267103052438,-0.0007993070548164413,-0.033058,0.00011990774013505408
23,4.0,-0.708449,3798,484,3554,271,213,0.118102,0.0705801671311279,0.0016123663801505218,-0.0006406092260644687,-0.032914,0.00012296040168494266
24,3.0,-0.17273,919,2741,1297,518,2223,0.118042,0.07058778824862003,0.0015741031425314934,-0.0006217984719300739,-0.032899,0.0001240273365698152
25,1.0,-0.587247,2756,3200,838,1676,1524,0.117808,0.07069878575914898,0.001559270822599693,-0.0001267619243780297,-0.032711,5.717650715659407e-05
26,4.0,0.931225,2756,3089,949,2044,1045,0.118396,0.0705283344223273,0.0016938841630397795,0.0002194129996065484,-0.03345,4.2911065215519545e-05
27,3.0,0.460005,1141,3649,389,1599,2050,0.118712,0.07077536291188362,0.0014755726730248924,7.167869012823704e-05,-0.033525,4.595924545815386e-05
28,0.0,-0.838253,366,3951,87,2411,1540,0.118647,0.07082377174645695,0.0014450911146574243,0.0006316807048522924,-0.033436,-1.228112344504e-05
29,1.0,0.335564,3312,3780,258,1272,2508,0.118899,0.07094462600595267,0.001883543206347248,8.83910393643394e-05,-0.033587,-2.1723882543826826e-05
30,3.0,-0.331349,1340,3865,173,1339,2526,0.118691,0.07077659987846008,0.0018921370403371975,0.00010608159400195338,-0.033498,-5.620499172926877e-05
31,5.0,0.650553,1196,3895,143,2092,1803,0.11896,0.07090974020446453,0.0016166807635299145,0.000287236134341143,-0.033741,1.6339128102372735e-05
32,0.0,-0.570672,2756,3616,422,1744,1872,0.118893,0.07075100565440202,0.0015099520498070857,0.0006768757975217027,-0.033659,2.7744302650528215e-05
33,0.0,-0.245424,593,1965,2073,456,1509,0.118863,0.0706976391195891,0.0014192095494754294,0.0004454972674163709,-0.033637,9.421103838941187e-06
34,1.0,-0.556553,2756,3902,136,1974,1928,0.118689,0.07059783717720558,0.0013047758633359283,-0.0007373328584866927,-0.033443,-2.5255903671168563e-05
35,3.0,0.062427,1141,860,3178,53,807,0.118693,0.0706007042921749,0.0013047758633359283,-0.0007373328584866927,-0.033446,-2.4560049785020062e-05
36,4.0,-0.551645,383,3181,857,1587,1594,0.11828,0.07082348557303503,0.000972686030133673,-0.0004992696569120041,-0.032803,-8.482992757703065e-06
37,1.0,0.52511,4010,3220,818,1535,1685,0.118453,0.0711253015036202,0.001097681803056496,-0.0008262336265240035,-0.032874,2.4163132520831232e-05
38,1.0,-0.489366,553,3702,336,1715,1987,0.11825,0.07103579324000767,0.001198911165764492,-0.001024869614717242,-0.032713,4.25132294920287e-05
39,4.0,-0.10524,2756,1021,3017,100,921,0.118224,0.07106488125346185,0.001198911165764492,-0.0007978121597576769,-0.032681,4.177026341131565e-05
40,2.0,0.445429,3769,682,3356,265,417,0.118253,0.07113144603367286,0.0011500840888754764,-0.0007978121597576769,-0.032634,8.324245949945628e-05
41,1.0,-0.671714,2756,3835,203,2134,1701,0.11792,0.0710909653974503,0.0014633694404626654,-0.00043819932784830326,-0.032376,0.00010233766821448477
42,4.0,0.701954,1698,3206,832,1831,1375,0.118443,0.07074185202064963,0.0015755129812656862,-0.0002145732074031802,-0.032959,8.0444594433846e-05
43,4.0,0.749719,1377,3754,284,2186,1568,0.119276,0.0708203027456146,0.0015344489279987272,-0.000822132818264739,-0.033795,5.697267687999605e-05
44,1.0,0.357057,3287,710,3328,241,469,0.119297,0.07084407563163947,0.0013107362665149057,-0.000822132818264739,-0.033824,4.966893833085023e-05
45,2.0,0.262092,2756,3107,931,785,2322,0.11935,0.07101463914252905,0.0012731538011179335,-0.000822132818264739,-0.033793,6.0961906887423605e-05
46,1.0,0.323409,3426,698,3340,223,475,0.119415,0.07105469344693968,0.001045027501566297,-0.0015207934235956055,-0.03382,5.883547707806486e-05
47,4.0,-0.673508,818,3798,240,2142,1656,0.118868,0.07137121407434747,0.0010271716616514998,-0.0012239785787794334,-0.033091,0.00011292751718700272
48,1.0,0.686776,1987,3838,200,2158,1680,0.119246,0.07140468367600929,0.00046830600023495446,-8.354692157104554e-05,-0.033356,0.00011129803750860396
49,2.0,-0.370808,1172,3010,1028,1082,1928,0.119191,0.07132364307554552,0.00047701007509222805,-0.0003027901049437905,-0.033386,0.00011479529920704417
50,1.0,0.382281,2756,2355,1683,873,1482,0.11924,0.07116100825500567,0.00036077430140573106,-0.0003442258796396775,-0.033447,6.896737150216672e-05
51,0.0,-0.826821,2361,3565,473,2129,1436,0.119265,0.07118493719302604,0.00015740474980370227,-0.00041223516874681725,-0.033458,7.816609395822022e-05
52,4.0,-0.7165,1451,3616,422,2086,1530,0.119026,0.07107621981920832,0.0006232608062930374,-0.0011788125974883594,-0.033013,0.00015877847326002757
53,2.0,-0.621121,1299,3851,187,2001,1850,0.119011,0.07100561184912739,0.0006660801315654722,-0.0013517816350657151,-0.033064,0.00018190172158882184
54,5.0,-0.46916,403,3728,310,1600,2128,0.118752,0.07107380530521322,0.0006342160933190593,-0.0009732128149021835,-0.032758,0.00020464705459204046
55,4.0,-0.67529,2098,3867,171,2171,1696,0.118372,0.07121715935006759,0.0012578757394330917,-0.0019611035749123066,-0.032184,0.0002082728962077162
56,0.0,0.527943,2398,3656,382,1672,1984,0.118546,0.0714238923169778,0.0013843174200530175,-0.002501151957494953,-0.032199,0.00020355113339513885
57,1.0,0.480674,3310,3575,463,1604,1971,0.118846,0.07154691248965928,0.001134911087763939,-0.001450274342613315,-0.032277,0.00018762787732928097
58,5.0,0.64602,3241,3930,108,2076,1854,0.119286,0.07173714766851697,0.0011104207186685014,-0.0010562411820114759,-0.032689,0.00017811020159080803
59,0.0,-0.408563,3110,3193,845,1230,1963,0.119253,0.07160918896216065,0.0012656511265478098,-0.0008025752955958003,-0.032685,0.0001899104409239763
60,2.0,0.548847,3798,3533,505,1656,1877,0.119528,0.07188525328446664,0.0014121197244233259,-0.001204746702456099,-0.032676,0.0002087947006417282
61,0.0,0.428672,2010,171,3867,73,98,0.119546,0.07184487267068854,0.0014617312659307232,-0.001204746702456099,-0.032695,0.0002118074760811934
62,4.0,0.552901,2911,3111,927,1543,1568,0.119958,0.07190454690165277,0.0012485530925310754,-0.0007415548129186182,-0.032997,0.00018251139619343242
63,3.0,0.778063,1141,3942,96,2403,1539,0.120458,0.07206745254004515,0.001017647563389788,-0.00047933969348281996,-0.033177,0.00020907561726025314
64,1.0,-0.536411,610,3665,373,1735,1930,0.120264,0.07182639229347049,0.0014982545965633903,-0.0006175442033333512,-0.032981,0.00020955569896364504
65,0.0,-0.623669,2756,3514,524,1777,1737,0.120155,0.0719365227626328,0.0013294949054770244,-4.5718244611791395e-06,-0.032898,0.0002110082046799697
66,3.0,0.509756,712,3614,424,1706,1908,0.120481,0.0721032217283015,0.0011199633579694335,0.0008818886470983882,-0.032954,0.00019529094793325021
67,0.0,0.655686,2010,184,3854,111,73,0.120474,0.07205584861635464,0.0011199633579694335,0.0008818886470983882,-0.032948,0.00021163685038435198
68,4.0,-0.339661,3223,755,3283,257,498,0.120474,0.0720561073427942,0.0011199633579694335,0.0008818886470983882,-0.032946,0.000208392591689238
69,4.0,0.55661,3458,3082,956,1493,1589,0.120952,0.0720349000330755,0.0009056667061854211,0.0018265536312755334,-0.033392,0.0001762075211272177
70,2.0,0.649722,3798,3695,343,1953,1742,0.121342,0.07237922685023113,0.0005049237820651298,0.0020764617477827124,-0.033462,0.00015424990785660616
71,0.0,0.676847,2312,3103,935,1647,1456,0.12149,0.07236717333375708,0.0010547664058646814,0.0023001965394648166,-0.033496,0.00016394380795564054
72,3.0,0.768761,1141,3811,227,2253,1558,0.121896,0.07272318476274835,0.0011520377121821183,0.002133408806633571,-0.033535,0.00020148227292221644
73,0.0,-0.505987,2756,3016,1022,1320,1696,0.121765,0.07277644464083813,0.0013342761161063345,0.0018254094837247803,-0.033385,0.0002162383181479324
74,0.0,0.50125,2010,184,3854,92,92,0.121773,0.07282241890689703,0.0013342761161063345,0.0018662474416284893,-0.033383,0.00016283101435986605
75,4.0,-0.412028,2500,2792,1246,1138,1654,0.1214,0.07286575790735149,0.0011592380774327284,0.0020878457540982787,-0.033028,0.00017434734198371532
76,4.0,0.505494,2937,3086,952,1427,1659,0.121963,0.07312979000913875,0.00135242615616947,0.0027867680410360142,-0.03347,0.00017040129235646985
77,5.0,0.41513,1196,3025,1013,1156,1869,0.1222,0.07307093883945266,0.0014507766225270037,0.001804356732779741,-0.033616,0.00020593865308932453
78,2.0,-0.426455,2756,3713,325,1473,2240,0.121953,0.07269239282752271,0.0014684624815315174,0.001619808368647875,-0.033652,0.00020076021086971575
79,5.0,-0.271491,2458,1886,2152,498,1388,0.12179,0.07269845993047178,0.0017454713536152729,0.001619808368647875,-0.033504,0.0002028025210725112
80,1.0,-0.600844,2010,3894,144,1957,1937,0.121564,0.07266769510306462,0.002496050633345305,0.0007050996137939443,-0.033366,0.00020002912171623492
81,0.0,0.826338,2774,3548,490,2093,1455,0.121678,0.07291844220664782,0.0026548351721674976,1.0725726371991248e-05,-0.033376,0.0001926386042614194
82,1.0,-0.335564,95,3771,267,1254,2517,0.12155,0.07285451886774674,0.002266520262403077,-0.00011800955497128967,-0.0333,0.00019710374061058644
83,0.0,-0.552554,1358,2738,1300,1303,1435,0.121428,0.07267163425393429,0.0016416116337663262,-0.0002953580761422929,-0.033284,0.00020206062350239135
84,1.0,0.669822,3627,638,3400,337,301,0.121547,0.07262290686727928,0.0018447578937567741,9.591699096615014e-05,-0.033362,0.0002496286849037283
85,5.0,-0.51065,1063,3066,972,1384,1682,0.121195,0.07266847540236004,0.0021711810948594483,-0.0012823393427706439,-0.033075,0.00027601949946178716
86,1.0,-0.624921,1412,3802,236,1996,1806,0.120965,0.07266715342384769,0.0017686587135624463,-0.00023274913730156045,-0.032854,0.0002614327453147211
87,5.0,0.368528,3345,3002,1036,1022,1980,0.121196,0.0724712764103239,0.0023919698659146523,-0.00044601332044006493,-0.033042,0.00025367645514388676
88,4.0,0.780724,462,3635,403,2108,1527,0.122125,0.07272403711329936,0.003002669439307523,0.00018397987317053414,-0.033799,0.0002707216313426158
89,2.0,-0.561024,3883,3930,108,1896,2034,0.122003,0.07261304984691166,0.0030194973490516542,0.0006822540136257953,-0.033843,0.0002726112141601449
90,0.0,0.534075,2975,3422,616,1582,1840,0.122248,0.07278386202338694,0.003310088933690647,0.0004395242566661362,-0.033839,0.0002594928817896461
91,4.0,0.41089,1200,2013,2025,831,1182,0.122709,0.07300070746855512,0.0037306456833055574,0.0012189547543618475,-0.034127,0.00024118745847647336
92,2.0,0.428074,3798,3364,674,1332,2032,0.122964,0.07339184136345431,0.003536252837855307,0.0004345637118795855,-0.034069,0.00023377621807043228
93,2.0,0.344684,3798,2729,1309,897,1832,0.123071,0.07344068492138119,0.003170557930917646,0.00046063542057334187,-0.034067,0.00024157817850168213
