id,Unnamed: 0.1,Unnamed: 0,user_activity,pol_interest,privacy_preference,user_satisfaction,issue_0,issue_1,issue_2,issue_3,issue_4,issue_5,pol_inclination,run
0,0.0,0.0,0.7391478,0.49116800000000005,0.5165504000000001,0.0,-0.04818800000000004,0.014567799999999981,0.07173359999999995,-0.20864939999999996,0.005893799999999988,0.106467,-0.009695866666666681,8.0
1,1.0,1.0,0.9136533,0.5390064,0.44907579999999997,0.0,-0.002078600000000017,-0.14837580000000003,0.05491919999999997,-0.19713699999999995,-0.17847459999999998,-0.059008800000000014,-0.08835926666666664,8.0
2,2.0,2.0,0.8408016999999999,0.5410507,0.5450124000000001,0.0,-0.04138460000000001,0.01873,0.12569339999999998,0.0012791999999999693,-0.06814339999999997,-0.0016572000000000253,0.005752899999999994,8.0
3,3.0,3.0,0.8894616,0.4779268,0.48262479999999996,0.0,0.04037559999999997,-0.04546800000000002,-0.049029400000000035,-0.09093879999999999,0.050984199999999966,-0.031812200000000006,-0.02098143333333335,8.0
4,4.0,4.0,0.8994166,0.49642590000000003,0.5308549,0.0,0.04081819999999996,0.024922200000000005,-0.04427160000000006,-0.10346679999999994,0.01997259999999995,0.17296159999999997,0.01848936666666664,8.0
5,5.0,5.0,0.9562432,0.49813450000000004,0.48347490000000004,0.0,-0.09150859999999997,-0.076776,0.06769659999999994,-0.00927379999999999,-0.044153599999999994,0.027760999999999973,-0.02104240000000001,8.0
6,6.0,6.0,0.9740800999999999,0.46327759999999996,0.5751061,0.0,0.07667699999999998,-0.12969899999999998,-0.300513,-0.052676999999999974,0.11533120000000001,0.03771399999999997,-0.04219446666666664,8.0
7,7.0,7.0,0.9753524,0.4791098,0.5089243999999999,0.0,0.09950379999999995,-0.056911400000000015,0.03489779999999999,-0.27271899999999993,0.06482419999999997,-0.04561920000000001,-0.02933730000000002,8.0
8,8.0,8.0,0.9007346999999999,0.42101879999999997,0.4730238,0.0,-0.046858600000000014,-0.004442800000000008,-0.09883260000000002,0.011895399999999987,0.025112400000000014,-0.035989000000000014,-0.024852533333333336,8.0
9,9.0,9.0,0.8581028999999999,0.45067969999999996,0.5243046,0.0,-0.04843580000000001,0.010567600000000007,-0.0020966000000000205,-0.042435,-0.1820276,0.003146400000000005,-0.04354683333333332,8.0
10,10.0,10.0,0.7770555,0.4557112,0.46966359999999996,0.0,0.024894000000000027,-0.15692920000000002,0.05767279999999997,0.1552258,-0.016599400000000007,-0.13167280000000006,-0.011234800000000012,8.0
11,11.0,11.0,0.8405897,0.5303027,0.5180597,0.0,-0.08687400000000003,0.14285939999999994,0.0029897999999999704,-0.03227,-0.010740600000000027,-0.07981080000000003,-0.01064103333333338,8.0
12,12.0,12.0,0.9628099999999999,0.5437758,0.47090920000000003,0.0,-0.0250234,-0.00799300000000001,-0.08969040000000002,0.12104179999999995,0.09608359999999999,0.05929099999999995,0.025618266666666657,8.0
