,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,605,1,4037,0,1,0.120126,0.06930021382368404,-0.0016783871570593102,-0.00022083483814708862,-0.039394,1.1810027234463977e-05
1,5.0,-0.455548,3234,3767,271,1516,2251,0.119954,0.06903534201995476,-0.0014068475523172455,-0.0001402984748175549,-0.039533,1.0062783317202729e-05
2,4.0,-0.672528,2756,3951,87,2034,1917,0.119929,0.0690081292324481,-0.0021500839753101782,0.0003406216838586116,-0.039747,1.4823719192419367e-05
3,3.0,-0.597208,2677,3525,513,1694,1831,0.119646,0.0687207732608932,-0.0018284969578947277,0.00017814111091573123,-0.039582,6.431431092304577e-05
4,4.0,-0.698781,403,3611,427,1862,1749,0.119508,0.06835093337376054,-0.0017220854014260846,0.00040784980969941207,-0.039989,4.790488889889237e-05
5,0.0,-0.368672,3431,3420,618,1195,2225,0.119105,0.0682510779917848,-0.001380384361150226,0.0005423450770368244,-0.03969,3.308495822298249e-05
6,1.0,-0.61331,1074,3894,144,1939,1955,0.118487,0.06830370164869766,-0.0018754854469381632,0.00020809204666322385,-0.038879,4.5672100254838555e-05
7,4.0,-0.17765,2929,209,3829,23,186,0.118485,0.06830002521659173,-0.0018754854469381632,0.00020809204666322385,-0.038886,5.39003622008648e-05
8,5.0,0.720011,3072,3835,203,2096,1739,0.118938,0.06898918067226043,-0.00199604909649869,0.0002685490533314876,-0.038447,1.7033167350654355e-05
9,0.0,-0.663821,2677,3397,641,1811,1586,0.118506,0.0688433149298989,-0.0016856324906060632,0.0007737751915108578,-0.038094,2.1630633645191623e-06
10,1.0,0.33854,2677,2865,1173,898,1967,0.118837,0.06886443321248957,-0.0011724757792955982,-2.0311391578072175e-05,-0.038487,-6.700717049174599e-06
11,0.0,-0.744866,2677,3580,458,1999,1581,0.118524,0.06888635849726081,-0.001887826893772657,0.00028309972549689426,-0.038122,-1.0803514771383068e-05
12,3.0,0.593472,3605,556,3482,245,311,0.118534,0.06887794155687191,-0.0019251145461217944,0.00028309972549689426,-0.038087,-6.16681347268176e-05
13,3.0,0.364569,2022,163,3875,53,110,0.118559,0.0688904624731436,-0.0019373970919500203,0.00028309972549689426,-0.038092,-5.42138473619583e-05
14,1.0,0.672398,2677,3860,178,2049,1811,0.119544,0.06909485046350196,-0.0017273208957283915,-0.0010894260122180626,-0.039017,-1.3888271724424248e-05
15,3.0,0.814067,512,3052,986,1712,1340,0.119935,0.06887753081407838,-0.0013591944398649283,-0.0015606744720754883,-0.03933,-4.4002780266142506e-05
