,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,674,2622,1416,1160,1462,0.122759,0.06169438003512097,-0.0026299383878398146,-0.00650029642588905,-0.048322,-9.579871255261205e-06
1,5.0,-0.455548,1644,3271,767,1351,1920,0.122072,0.06098923175204724,-0.0030864935243263593,-0.00597835343994346,-0.04826,-4.1199537839399194e-05
2,4.0,-0.672528,3080,3466,572,1829,1637,0.121716,0.06008664032235049,-0.0032808545877619426,-0.004788687762021259,-0.048919,6.897488652306674e-05
3,3.0,-0.597208,1209,2871,1167,1434,1437,0.120776,0.05981401650206894,-0.0032859300596497876,-0.005211014324655399,-0.048147,9.74560080878105e-05
4,4.0,-0.698781,2510,3086,952,1612,1474,0.120128,0.05948461661255377,-0.002873680575256923,-0.004284642826404293,-0.047712,0.00012126809028637449
5,0.0,-0.368672,284,19,4019,3,16,0.120127,0.05948359983512348,-0.002873680575256923,-0.004284642826404293,-0.047713,0.00011016244532475034
6,1.0,-0.61331,3080,3492,546,1800,1692,0.119224,0.05928823925484426,-0.003127285568964452,-0.003829420507354901,-0.047349,6.208438144755303e-05
7,4.0,-0.17765,3080,619,3419,89,530,0.119198,0.05927187640028374,-0.0029748637595754966,-0.003829420507354901,-0.04734,6.046055376743417e-05
8,5.0,0.720011,3080,719,3319,396,323,0.119569,0.059550603959647515,-0.0025285286298344267,-0.004208693129446097,-0.047607,2.4496352232400625e-06
9,0.0,-0.663821,390,3,4035,0,3,0.119568,0.059550238141531285,-0.0025285286298344267,-0.004208693129446097,-0.047606,6.767593463728632e-06
10,1.0,0.33854,444,2287,1751,687,1600,0.119936,0.05982670723201738,-0.0027978403750280366,-0.0038738752372270376,-0.047682,1.1077769249814297e-05
11,0.0,-0.744866,257,3639,399,1934,1705,0.119519,0.05949798037653138,-0.00299749013802385,-0.003087926856018964,-0.047973,-4.706454320376332e-05
12,3.0,0.593472,3080,3500,538,1643,1857,0.12069,0.059585767772650525,-0.003565632235850079,-0.0016927960508882798,-0.04905,-3.860892653768614e-05
13,3.0,0.364569,3080,725,3313,247,478,0.12091,0.05960578819457409,-0.0037651661048244407,-0.0024003953988405683,-0.049315,-5.881385349980547e-05
14,1.0,0.672398,785,3372,666,1678,1694,0.122227,0.060254876891508595,-0.004102008197651518,-0.0021507730385166668,-0.049782,-7.164885597566584e-05
15,3.0,0.814067,3728,3681,357,2119,1562,0.123639,0.06085459446838688,-0.0028796699488329376,-0.000877087512857832,-0.050603,-0.00016939314911753264
16,4.0,-0.85685,3080,2894,1144,1531,1363,0.122987,0.06108897769016583,-0.0032132626871037174,6.646281473136025e-06,-0.04987,-0.00024341260112710594
17,0.0,-0.785117,284,3695,343,1914,1781,0.122833,0.060382722000259584,-0.004453545968078947,0.0038387508051512557,-0.050257,-0.0002452938108943751
18,2.0,-0.39117,1237,2812,1226,992,1820,0.122249,0.060312079398347325,-0.0040612053428946355,0.003639850407588851,-0.049851,-0.0002364973563264127
19,4.0,-0.272472,3080,656,3382,138,518,0.122215,0.06024084984553265,-0.004190900440537579,0.003639850407588851,-0.049869,-0.00023635758067745163
