,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,568,3432,606,1411,2021,0.120684,0.06380707162583513,-0.002448086479213048,-0.00015577607728324417,0.044188,5.230576875464224e-06
1,5.0,-0.455548,1337,3498,540,1283,2215,0.120491,0.06373213513164952,-0.002505756860891866,0.00048049724839854607,0.043989,2.97072295122555e-06
2,4.0,-0.672528,1251,3638,400,1903,1735,0.119962,0.06350809974905973,-0.0023624724766723674,0.0005501099311768531,0.043413,-1.8956273211190887e-05
3,3.0,-0.597208,2659,3913,125,1794,2119,0.119482,0.063695915702736,-0.0020508032974544885,0.0011807956164596408,0.042666,-2.1055270487744488e-05
4,4.0,-0.698781,1580,3785,253,2021,1764,0.11894,0.0639753348774463,-0.002051123591949478,0.0016476699871096824,0.041992,-3.721038313939094e-05
5,0.0,-0.368672,3247,3228,810,1060,2168,0.118697,0.06403709493471937,-0.0019183620866555957,0.0016476699871096824,0.041681,-4.6230041470661055e-05
6,1.0,-0.61331,568,3579,459,1668,1911,0.118665,0.06389747521602245,-0.0016219793454846283,0.0016917152021656205,0.041709,-3.9626538128249565e-05
7,4.0,-0.17765,2737,728,3310,119,609,0.118614,0.06395259532377129,-0.0017008866929770102,0.0018152079973247472,0.041663,-3.7618553478583804e-05
8,5.0,0.720011,568,3557,481,1749,1808,0.1189,0.0641502095946901,-0.0013263927080679042,0.0014415358148082006,0.041903,-2.2668236922151874e-05
9,0.0,-0.663821,2388,3606,432,1854,1752,0.11842,0.06423101991828287,-0.000608687717154872,0.0029943120324280705,0.041152,-3.2672521237038254e-05
10,1.0,0.33854,2344,3514,524,983,2531,0.118483,0.06427611758730836,-0.0006276257501277742,0.0032457334995354206,0.041135,-3.6870574310481277e-05
11,0.0,-0.744866,2388,3556,482,1893,1663,0.118012,0.06467024446824589,-2.116494121444391e-05,0.0017954397217110035,0.040392,-2.3744404466460475e-05
12,3.0,0.593472,953,3643,395,1603,2040,0.118541,0.06456862599946515,-0.0001003261797729811,0.0012591472673423368,0.041018,4.589873820244156e-06
13,3.0,0.364569,2251,2403,1635,744,1659,0.11888,0.0645294748945628,8.211569401112458e-05,0.0009033195118759756,0.04143,3.4801684476271747e-06
14,1.0,0.672398,2344,3745,293,1874,1871,0.119015,0.06458829466027775,0.0006104356562598825,0.0010100766249873812,0.041397,-1.9747363119592435e-05
15,3.0,0.814067,2251,3951,87,2167,1784,0.119776,0.06443773266673465,-0.0008590331504676203,0.0006415763127505087,0.042242,1.6713266250938459e-06
16,4.0,-0.85685,568,3653,385,2119,1534,0.119296,0.06488997326730375,-0.0002624479299641053,6.0645285201861164e-05,0.04142,-3.301223366210596e-05
17,0.0,-0.785117,2388,3544,494,1932,1612,0.119044,0.06535846881978445,-0.00023102697514975644,-0.000162103692271985,0.040724,-5.7742073969112645e-05
18,2.0,-0.39117,568,3146,892,1106,2040,0.118906,0.0650736140156437,-0.00031365405848216666,-0.00010146994902263675,0.040897,-8.077005119119732e-05
19,4.0,-0.272472,1577,2687,1351,610,2077,0.118748,0.06491856796863044,-0.000537818942376049,-0.00013410108586038032,0.040748,-7.835216310008567e-05
20,5.0,-0.248584,2203,896,3142,189,707,0.118709,0.06494365360403428,-0.0005709606239409182,-0.00013410108586038032,0.040706,-8.395373774727557e-05
21,3.0,-0.828362,2576,3755,283,2050,1705,0.118032,0.06528124401823776,-0.0004972195615808454,-2.1376966712516898e-05,0.039757,-7.785490140164545e-05
22,5.0,-0.692933,3114,3700,338,1799,1901,0.117772,0.06532885788926386,-0.00017962249699113127,-3.407114966098185e-05,0.039414,-5.608592393197475e-05
23,4.0,-0.708449,568,3775,263,1898,1877,0.11758,0.06556714360860282,-0.000328414288423365,0.0008643934166327014,0.03896,-8.167095735608964e-05
24,3.0,-0.17273,937,2034,2004,297,1737,0.117505,0.06554343901758362,-0.0002513710160586483,0.000721561206507741,0.038879,-8.770547910239647e-05
25,1.0,-0.587247,568,3536,502,1569,1967,0.117318,0.06533393091227921,-0.0010070176716286932,5.891332791310044e-05,0.038962,-0.00013326662047402312
26,4.0,0.931225,2251,3873,165,2250,1623,0.117847,0.06530972231906107,-0.0007936242237458741,9.343562957443145e-05,0.039395,-0.00013649102007788543
27,3.0,0.460005,2251,2488,1550,899,1589,0.118214,0.06512732609211605,-0.0010561508062315902,0.0008033946923080539,0.039863,-0.0001371836255082725
28,0.0,-0.838253,2957,3536,502,1980,1556,0.117712,0.06523063835998161,-0.0012197192817161285,-0.0002650283328112258,0.039246,-0.00018442952795937428
29,1.0,0.335564,2344,3460,578,960,2500,0.117827,0.06541545936455918,-0.0013964378846168285,-0.0002165174931251299,0.039212,-0.00018442952795937428
30,3.0,-0.331349,568,2497,1541,681,1816,0.117633,0.06541787367821476,-0.002001934760152424,-9.967369903978461e-06,0.03898,-0.00018943213999205564
31,5.0,0.650553,3249,3574,464,1635,1939,0.117957,0.06542339019281448,-0.001911580861354816,0.00039959576570894117,0.03927,-0.00017414718208168178
32,0.0,-0.570672,2388,3320,718,1418,1902,0.117556,0.06554286272842018,-0.002397438934451957,9.110088273093646e-05,0.038668,-0.00017874853374669786
33,0.0,-0.245424,2388,1422,2616,246,1176,0.117511,0.06552597057698205,-0.002435884849938269,9.110088273093646e-05,0.038606,-0.00018383669913416998
34,1.0,-0.556553,1289,3567,471,1526,2041,0.117442,0.06551411127572829,-0.0026333611883069667,-0.00010570261657216558,0.038624,-0.0001755132477848261
35,3.0,0.062427,2388,13,4025,0,13,0.117441,0.06551396644553417,-0.0026333611883069667,-0.00010570261657216558,0.038624,-0.00017444561680229046
36,4.0,-0.551645,568,3529,509,1471,2058,0.117096,0.06553763182122967,-0.0022990291270389737,-0.0001263339356018579,0.038199,-0.00020912637936728177
37,1.0,0.52511,2344,3594,444,1467,2127,0.117269,0.06553794143144645,-0.001540293594000467,0.00011888451883119038,0.03821,-0.00023353884001878675
38,1.0,-0.489366,2770,3661,377,1435,2226,0.117095,0.06572857454100269,-0.002099596389668114,0.0002994882213346663,0.038212,-0.0002158286889913047
39,4.0,-0.10524,568,557,3481,52,505,0.117078,0.0657230060812389,-0.002099596389668114,0.0002994882213346663,0.038203,-0.0002164895650921783
40,2.0,0.445429,2251,3312,726,1314,1998,0.117179,0.06595754484789354,-0.002032513116622928,0.00018185941122139465,0.03799,-0.00020809269705553558
41,1.0,-0.671714,568,3609,429,1755,1854,0.117055,0.06575500861597008,-0.0018862034891610326,0.0005052124318077868,0.038089,-0.00020286233475463604
