,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,780,3228,810,1324,1904,0.116986,0.07674444024597792,-0.0010012438885267433,0.0029359042765818057,-0.023269,5.0113782289345545e-05
1,5.0,-0.455548,1727,2974,1064,1322,1652,0.116521,0.0763072622247404,-0.0016307106729131185,0.003271136501929784,-0.023292,3.178339110340843e-05
2,4.0,-0.672528,2534,3588,450,1925,1663,0.116175,0.07571595201934449,-0.001464130027774539,0.003908469157329969,-0.023952,2.8282289345547507e-06
3,3.0,-0.597208,1660,2696,1342,1267,1429,0.115377,0.07544679282198691,-0.0010700605662138708,0.003973179207571532,-0.022972,2.7112507221259386e-05
4,4.0,-0.698781,2534,19,4019,4,15,0.115374,0.07548641340695354,-0.0010700605662138708,0.003973179207571532,-0.022968,2.4242502269538666e-05
5,0.0,-0.368672,1660,1843,2195,591,1252,0.114971,0.07529394130824396,-0.0008508078047761552,0.0021142929133595558,-0.022848,2.628384913757531e-05
6,1.0,-0.61331,1660,3296,742,1647,1649,0.11419,0.07459860095982204,-0.0008223894178796895,0.002091667560122975,-0.022902,9.847582735000405e-06
7,4.0,-0.17765,2626,2245,1793,318,1927,0.114113,0.07450921431013408,-0.0008876244778172859,0.002091667560122975,-0.022949,3.3981645621853527e-06
8,5.0,0.720011,1094,3597,441,2068,1529,0.116074,0.0755157801564059,-0.000838399014979941,0.003604457884826357,-0.024044,-7.959914995460931e-06
9,0.0,-0.663821,235,2994,1044,1484,1510,0.115548,0.07469477122607271,-0.0010994130770731144,0.004732509045811309,-0.024023,-1.4296310142774621e-05
10,1.0,0.33854,2338,461,3577,110,351,0.115603,0.07482856898685536,-0.0014957333985800183,0.00498530588461446,-0.024013,1.3289255591317985e-05
11,0.0,-0.744866,3430,1008,3030,549,459,0.11547,0.07482417255917095,-0.0009301533642104785,0.004978736027835335,-0.024,-9.186954609226705e-05
12,3.0,0.593472,2338,2289,1749,990,1299,0.116244,0.07520377530064752,-0.00012709264967947993,0.004971775216158337,-0.024446,-0.00012134618222332261
13,3.0,0.364569,2338,1856,2182,565,1291,0.116776,0.07512880099164627,-0.00021032410352189599,0.004832977639988789,-0.024716,-0.00010261317900470413
14,1.0,0.672398,2338,3554,484,1734,1820,0.117811,0.07579614004363736,-0.00016943137098471517,0.0052661749968915626,-0.024943,-0.0001145421589502352
15,3.0,0.814067,2338,2753,1285,1506,1247,0.119186,0.07661129882188379,0.0006493734884794553,0.00640302598847753,-0.025489,-0.00012221224171471014
16,4.0,-0.85685,1804,2,4036,0,2,0.119176,0.07660639188433502,0.0006493734884794553,0.00640302598847753,-0.025482,-6.983609662929296e-05
17,0.0,-0.785117,1660,3563,475,1862,1701,0.118498,0.0760058346089246,0.0001001804811770983,0.004363267139996666,-0.024753,-0.00015312027588158315
18,2.0,-0.39117,1660,2002,2036,625,1377,0.118104,0.07587353220041018,-7.603392376911952e-05,0.004060628022364405,-0.024784,-0.00011120201641141724
19,4.0,-0.272472,1888,167,3871,37,130,0.118088,0.07585724224268242,3.086482231802364e-05,0.004060628022364405,-0.024757,-9.679374703780991e-05
20,5.0,-0.248584,1660,2011,2027,540,1471,0.11767,0.0757621310588567,0.0009148881492291701,0.0026201009302363387,-0.024432,-9.252376684469279e-05
21,3.0,-0.828362,1994,168,3870,82,86,0.117661,0.07580065588016265,0.001069745839309134,0.0026201009302363387,-0.024347,-8.096423478230111e-05
22,5.0,-0.692933,1660,3633,405,2116,1517,0.116229,0.07553491154410574,0.0005356379406931844,0.0009173625959680086,-0.023128,-4.110607551932566e-05
23,4.0,-0.708449,2534,18,4020,4,14,0.116223,0.07553410406044819,0.0005356379406931844,0.0011345701413724388,-0.023127,-4.317539960944697e-05
24,3.0,-0.17273,1660,72,3966,6,66,0.116216,0.07553056596238714,0.0005356379406931844,0.0011345701413724388,-0.023121,-3.860160163965247e-05
25,1.0,-0.587247,437,2830,1208,1287,1543,0.115498,0.07558224222835161,0.0016547987493707652,-0.0009872198669137028,-0.02265,-8.04851866854559e-05
26,4.0,0.931225,1660,3468,570,2022,1446,0.116665,0.07658795060052732,0.000678788744047336,-0.0018870990699865508,-0.022495,-6.850208133759752e-05
27,3.0,0.460005,1136,2134,1904,859,1275,0.117888,0.07760150998194458,0.001282899324953372,-0.0013909089096999267,-0.022644,-6.780913046574098e-05
28,0.0,-0.838253,1660,3315,723,1709,1606,0.117585,0.07778636270399655,0.0016702124704939577,-0.0029658532412242676,-0.021917,-6.559915893813515e-05
29,1.0,0.335564,628,1918,2120,543,1375,0.117907,0.07810883676719632,0.0009875669805760499,-0.0028082037619488872,-0.021714,-8.162219681879867e-05
30,3.0,-0.331349,1660,3081,957,971,2110,0.117005,0.07760933401732673,0.0011209278788746949,-0.0022812577559580853,-0.021501,-6.687334809386675e-05
31,5.0,0.650553,3287,905,3133,468,437,0.117305,0.07733377151382685,-4.896601757449307e-05,-0.002578719996930804,-0.021803,-6.151967144122996e-05
32,0.0,-0.570672,1959,3567,471,1327,2240,0.116766,0.07742700910101168,8.746033965970903e-05,-0.0033834916257882786,-0.021202,-8.033447708619159e-05
33,0.0,-0.245424,3986,2,4036,0,2,0.116766,0.07742832082153374,8.746033965970903e-05,-0.0033834916257882786,-0.021201,-7.087482123078184e-05
34,1.0,-0.556553,1660,3258,780,1401,1857,0.116083,0.07640674394628841,0.00016418008939740722,-0.004025558402317931,-0.021661,-0.0001688980200423689
35,3.0,0.062427,2220,443,3595,19,424,0.116087,0.07641043726393193,0.00016418008939740722,-0.004025558402317931,-0.021662,-0.00017054229585321314
36,4.0,-0.551645,3813,2332,1706,1037,1295,0.11532,0.07543752766457311,-0.00034136675808197817,-0.005385803108662276,-0.021667,-0.00020795960211713983
37,1.0,0.52511,2338,2933,1105,1151,1782,0.116174,0.07644097062329704,0.0001946731317382899,-0.004421479142689048,-0.021502,-0.00011547435824489424
38,1.0,-0.489366,1043,3255,783,1217,2038,0.115739,0.07559666735968543,0.0007904350346223042,-0.0054691200193730735,-0.021924,-0.00010381562808616409
39,4.0,-0.10524,2143,479,3559,45,434,0.115716,0.07558314384296705,0.0007963406443839889,-0.0054691200193730735,-0.021929,-0.00011265910773105499
40,2.0,0.445429,1941,199,3839,82,117,0.115798,0.07571933047700125,0.0007253739445580293,-0.005850393852589871,-0.021991,-9.022268782513767e-05
41,1.0,-0.671714,177,14,4024,7,7,0.115778,0.07570904213190127,0.0006945012155890905,-0.005850393852589871,-0.021991,-0.0001341725516528178
42,4.0,0.701954,796,3384,654,1693,1691,0.117056,0.07687532466197093,0.0002586883398527766,-0.006145138517388896,-0.021804,-0.00023178574798854445
43,4.0,0.749719,2084,426,3612,202,224,0.117307,0.07685174699464839,-0.00011108241920825028,-0.006538087681433415,-0.021936,-0.0002532825576656215
44,1.0,0.357057,2520,2,4036,0,2,0.117302,0.07684916538964674,-0.00010991132815377012,-0.006538087681433415,-0.021933,-0.00022457696222120458
