,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2826,3204,834,1272,1932,0.11824,0.07499890273894295,0.0007056492020436947,-0.005679667907757461,0.028849,1.024337707353305e-06
1,5.0,-0.455548,3988,3729,309,1541,2188,0.118069,0.07474626457787922,5.091358364238912e-05,-0.0050879910524185435,0.028923,-4.19746595692003e-05
2,4.0,-0.672528,1634,3626,412,1908,1718,0.117531,0.07443943437122053,-0.0004513863835947373,-0.00576992109678976,0.028309,-6.353924238672926e-07
3,3.0,-0.597208,594,3196,842,1576,1620,0.117108,0.07467362746926089,-0.00022716837201346984,-0.005407158260320483,0.027823,-4.233414459024512e-05
4,4.0,-0.698781,3237,3557,481,1851,1706,0.116743,0.07469236088284094,-0.0006208155911573548,-0.00525549398233739,0.027378,-7.468638524387225e-05
5,0.0,-0.368672,969,2732,1306,980,1752,0.116503,0.07492868093443972,-0.0007862890524929526,-0.005038156532222651,0.027111,-8.29087020302055e-05
6,1.0,-0.61331,2826,3219,819,1586,1633,0.11649,0.0748254368018264,-0.0006953322144939173,-0.005038156532222651,0.027119,2.9360051993066926e-07
7,4.0,-0.17765,2826,1859,2179,281,1578,0.116477,0.07486417353212498,-0.0007475921614271133,-0.004817615287839154,0.027092,3.467579227531558e-06
8,5.0,0.720011,2826,3716,322,2048,1668,0.116622,0.07520903099291237,-0.001107167076446493,-0.005080988188127279,0.026795,6.34594088883387e-05
9,0.0,-0.663821,969,3866,172,2128,1738,0.116045,0.07563166606299647,-0.0016527379329296552,-0.005146821864035404,0.026026,4.588515164644714e-05
10,1.0,0.33854,969,2560,1478,766,1794,0.116132,0.07571233935450494,-0.0015093747251933454,-0.005146821864035404,0.025913,4.48367609556821e-05
11,0.0,-0.744866,1347,3148,890,1780,1368,0.115815,0.07579397498182998,-0.0010931094661280774,-0.005492053117039125,0.025579,0.0001546125841792523
12,3.0,0.593472,3522,3579,459,1699,1880,0.116621,0.07578889346291884,-0.0006191098942670013,-0.00511019567943352,0.026484,0.00015792616957875007
13,3.0,0.364569,2826,3340,698,1158,2182,0.117043,0.07572768549996657,-0.00026256331947528764,-0.004299675114121082,0.026986,0.00017792970510734625
14,1.0,0.672398,969,3872,166,1982,1890,0.117272,0.07597621458769749,-0.0005480330086248228,-0.004217859567914368,0.026705,0.00019736639735790332
15,3.0,0.814067,3021,3681,357,2135,1546,0.118287,0.07598452880846694,0.00030040950774949546,-0.0018190586701901654,0.0277,0.00024308817667621644
16,4.0,-0.85685,2826,3092,946,1794,1298,0.118035,0.07587628720790647,-0.0003306427815102404,-0.0019261412311565005,0.027428,0.0002383803777160778
17,0.0,-0.785117,969,3232,806,1856,1376,0.117801,0.07570891322195623,0.00023245095967389828,-0.00224082836306026,0.026998,0.0002189636347103833
18,2.0,-0.39117,2904,1946,2092,652,1294,0.117617,0.0754542319256087,0.0001645627972926055,-0.0019052212938137757,0.027109,0.00023201109695351278
19,4.0,-0.272472,2826,2018,2020,422,1596,0.117595,0.07547866698846703,-7.279959470706714e-05,-0.0019052212938137757,0.02706,0.00022317646461877646
20,5.0,-0.248584,841,2846,1192,666,2180,0.117458,0.07523163203718372,1.6825070956377252e-06,-0.0017663348469987375,0.027029,0.0002183731469658921
21,3.0,-0.828362,969,3873,165,2309,1564,0.116547,0.07539509946890512,0.0003147672576753563,-0.0026296480202831368,0.025898,0.00017184852866103116
22,5.0,-0.692933,1582,4013,25,2117,1896,0.116527,0.0751500954771229,0.0006534535274634904,-0.002826587148910237,0.026155,0.00016874527113618413
23,4.0,-0.708449,2826,2929,1109,1422,1507,0.116513,0.07511360961264218,0.0004644824316930536,-0.0029862338737106317,0.026105,0.0001674002682476804
24,3.0,-0.17273,213,2441,1597,379,2062,0.11634,0.07506486602926139,0.0003756272988221206,-0.0032953609706251243,0.025928,0.00015727030512496893
25,1.0,-0.587247,2826,2472,1566,1162,1310,0.116282,0.07492739104145359,0.0003756272988221206,-0.0034949163022405614,0.025928,8.672825263672923e-05
26,4.0,0.931225,196,3092,946,1796,1296,0.116531,0.07502744197650259,0.00030194835156869756,-0.0033350078286853847,0.026161,0.00010111805209203995
27,3.0,0.460005,2826,3667,371,1466,2201,0.117052,0.07507971696479383,0.00046335635203562016,-0.0031963369277989285,0.026687,0.00010994615456353116
28,0.0,-0.838253,969,3044,994,1779,1265,0.116873,0.07552060597302301,0.0004142911393111227,-0.002117584830607149,0.026318,0.00016833642443231055
29,1.0,0.335564,2125,732,3306,237,495,0.116886,0.0755201989951002,9.647834200645954e-05,-0.002117584830607149,0.026267,0.00016131763265216694
30,3.0,-0.331349,238,3458,580,1061,2397,0.116422,0.07533466684006641,0.0006437803784840125,-0.0024342160251516315,0.025815,0.00013934515926766584
31,5.0,0.650553,2612,1,4037,0,1,0.116419,0.07533023490788665,0.0006437803784840125,-0.0024342160251516315,0.02582,0.00016621141329093892
32,0.0,-0.570672,2725,3147,891,1418,1729,0.116196,0.07521679464449703,0.001145759827981376,-0.002930417891174133,0.025579,0.0001585351732975412
33,0.0,-0.245424,2259,2634,1404,563,2071,0.11611,0.07520748398783747,0.0010181872524940617,-0.0027857977964538894,0.02551,0.00015482687916533027
34,1.0,-0.556553,2826,3584,454,1617,1967,0.115996,0.07507206216594833,0.0015539523524672621,-0.002294314693620108,0.025796,0.00016419214284445874
35,3.0,0.062427,2826,230,3808,11,219,0.115998,0.07507217464813007,0.0015539523524672621,-0.002294314693620108,0.025799,0.00016477098185640004
36,4.0,-0.551645,1309,3198,840,1316,1882,0.115745,0.07544290492734533,0.0018956769694152868,-0.0018644588810678327,0.025443,0.0001675318385040851
37,1.0,0.52511,2924,3195,843,1389,1806,0.115782,0.07546963220339573,0.0019128276713506031,-0.0018644588810678327,0.0254,0.00016602261179780468
38,1.0,-0.489366,2826,2417,1621,987,1430,0.115766,0.07552348288232703,0.0019163480694020438,-0.0018644588810678327,0.025461,0.00016595592449896834
39,4.0,-0.10524,2826,380,3658,31,349,0.115759,0.075521189806758,0.0019561354129363985,-0.0018644588810678327,0.025456,0.00016213297327341745
40,2.0,0.445429,196,2330,1708,844,1486,0.115908,0.0757646972969306,0.0020517107961667944,-0.002111586799571576,0.025404,0.0001929150975616076
41,1.0,-0.671714,2826,3625,413,1811,1814,0.115863,0.07562924242080027,0.002937817472137102,-0.0015166660456508258,0.025569,0.00020400489701691833
42,4.0,0.701954,969,3601,437,1759,1842,0.116116,0.07562700214388361,0.0031094034356341275,-0.0011529874268045733,0.025839,0.00023461014584088465
43,4.0,0.749719,969,3794,244,1947,1847,0.116548,0.07578079043158825,0.003189816365743083,-0.0011429279230275446,0.026104,0.000248719058938186
44,1.0,0.357057,1684,2664,1374,818,1846,0.116677,0.0760694344843422,0.0031293131634524364,-0.0010509579545090397,0.025915,0.0002442302641319908
45,2.0,0.262092,3910,401,3637,91,310,0.116715,0.07609290196686565,0.003248549461602168,-0.0010918919387033533,0.025925,0.0002640902954928887
46,1.0,0.323409,2188,2297,1741,674,1623,0.116889,0.07630391580700459,0.0031641344516310844,-0.0009129883070551508,0.025776,0.0002586873813135447
47,4.0,-0.673508,2339,3070,968,1462,1608,0.116718,0.07630914616121298,0.0033373670186660365,-0.0005117007004959148,0.025567,0.0002642822315239929
48,1.0,0.686776,2185,2819,1219,1456,1363,0.11695,0.07669603316322421,0.003456148941211722,-0.0004646635880377815,0.025322,0.00028938398938484954
49,2.0,-0.370808,2826,2293,1745,710,1583,0.116906,0.0762991647608074,0.003340408571023542,-0.0010045735685846613,0.025416,0.0003011950069634581
50,1.0,0.382281,1684,2937,1101,1016,1921,0.117217,0.07669627395961494,0.0032463696577945214,-0.000945176700023873,0.025183,0.0002842318322915096
51,0.0,-0.826821,969,3176,862,1789,1387,0.117157,0.07687855581525725,0.003218244592206153,-0.00023245987267857127,0.024986,0.00023357404571067275
52,4.0,-0.7165,2826,3886,152,1936,1950,0.116995,0.0771143953553887,0.0027075021049266703,-0.0005773131149916917,0.024756,0.00019582834132839992
53,2.0,-0.621121,2826,3688,350,1724,1964,0.116869,0.07695842218628116,0.002997873319898864,-0.0005773131149916917,0.024811,0.00014174275083570368
54,5.0,-0.46916,424,3641,397,1448,2193,0.116812,0.07681588723788062,0.0023447775225036364,-0.0005825651908645026,0.024914,0.00017717919550022456
55,4.0,-0.67529,2622,2311,1727,1095,1216,0.116702,0.07704356030663378,0.002796295919735924,-0.0003402472853724135,0.024672,0.00016029239183595125
56,0.0,0.527943,2826,2941,1097,1194,1747,0.117032,0.07723255882973341,0.0026686871877804556,-0.00043675148164446057,0.024962,0.00020382650919173237
57,1.0,0.480674,953,3602,436,1407,2195,0.117127,0.07737127460781636,0.003191704038487789,-0.00043675148164446057,0.024823,0.00013391566492334918
