,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2109,3473,565,1513,1960,0.119069,0.0686988646388904,0.0008134080612800966,0.0017714834272555369,-0.035635,-1.299744986382768e-05
1,5.0,-0.455548,2756,3708,330,1615,2093,0.118697,0.06857813031899307,0.0002935575979164228,0.0009002560687580815,-0.035301,-1.3195141124040605e-05
2,4.0,-0.672528,2743,3202,836,1839,1363,0.118532,0.06877565682204838,0.0005327294843218651,0.0019535478958717266,-0.035076,1.7152395394899725e-05
3,3.0,-0.597208,15,3691,347,1961,1730,0.118323,0.06856429346787746,0.00044926457840615197,0.002134492428893858,-0.035093,2.2555237328900364e-05
4,4.0,-0.698781,3798,3819,219,2247,1572,0.117744,0.06877616976114236,0.0007661280497052413,0.0020966969246181823,-0.034298,4.163941328004339e-05
5,0.0,-0.368672,2251,3075,963,1118,1957,0.117635,0.06879578742665168,0.0008861603651854555,0.0012555693622412845,-0.034227,4.859356034614886e-05
6,1.0,-0.61331,2756,3091,947,1683,1408,0.1174,0.06872068267037265,0.000572790912878224,0.00144868860876078,-0.034072,-2.1224117296832077e-05
7,4.0,-0.17765,3798,86,3952,12,74,0.117399,0.06872016746805015,0.000572790912878224,0.00144868860876078,-0.034072,-1.5738024385642994e-05
8,5.0,0.720011,4035,59,3979,36,23,0.117402,0.06872883237565948,0.0005601350384675984,0.00144868860876078,-0.034063,4.164583300480019e-05
9,0.0,-0.663821,2756,3731,307,2088,1643,0.117306,0.06869998325359272,0.0013441433323584532,0.0008597700608195672,-0.034079,5.712581567377765e-05
10,1.0,0.33854,3766,550,3488,163,387,0.117302,0.06869901507681617,0.0013441433323584532,0.0008597700608195672,-0.034078,6.876609792185885e-05
11,0.0,-0.744866,2852,3725,313,2194,1531,0.117199,0.068702441569386,0.001424437293814134,0.0008889595434108244,-0.034001,8.911920512661251e-05
12,3.0,0.593472,1169,3821,217,1992,1829,0.117309,0.0686752957769456,0.000694438688807671,0.0016177542478237566,-0.034041,6.854062131873927e-05
13,3.0,0.364569,1141,3152,886,1139,2013,0.117401,0.06847624096832305,0.0006089896438562979,0.001630958274086508,-0.034101,6.601556561188114e-05
14,1.0,0.672398,1545,3925,113,2236,1689,0.117826,0.06867708140728047,0.0005909620951934006,0.002369508107708395,-0.034311,1.734488805142888e-05
15,3.0,0.814067,261,4027,11,2504,1523,0.117979,0.06879607008640277,0.0005792221893703922,0.0020992303950951945,-0.034351,9.725045873724221e-05
16,4.0,-0.85685,1924,3925,113,2501,1424,0.117768,0.06912222600584206,0.0008221890118497496,0.0026894822892255654,-0.033989,0.00018990819580087188
17,0.0,-0.785117,2435,3655,383,2208,1447,0.117647,0.06927256520931795,0.0009007528775198521,0.0025658793574841066,-0.033897,0.00022016308067336504
18,2.0,-0.39117,3458,2891,1147,1108,1783,0.117602,0.06926320238067767,0.0005139841139885079,0.0018049273361280187,-0.033887,0.0002315247295963658
19,4.0,-0.272472,973,2078,1960,581,1497,0.117506,0.06931018982151502,0.0005187358989721801,0.001415249484795366,-0.033771,0.00023666280523389983
20,5.0,-0.248584,2161,755,3283,185,570,0.117504,0.06930957432658037,0.0005187358989721801,0.001415249484795366,-0.03377,0.00023989802097136863
21,3.0,-0.828362,2756,3829,209,2395,1434,0.117214,0.06904626749240693,0.00035158601383363934,0.00181654392760168,-0.033652,0.00028401111827268085
22,5.0,-0.692933,2756,3958,80,2196,1762,0.117035,0.06903801225965553,0.00015844412894000376,0.0015841878883300733,-0.033476,0.000303030000834371
23,4.0,-0.708449,2623,3635,403,2093,1542,0.116851,0.06916756230637601,0.0006808060952982854,0.001111968462124549,-0.033093,0.0003021925658257055
24,3.0,-0.17273,562,2528,1510,446,2082,0.116834,0.06915911325018664,0.0006808060952982854,0.001111968462124549,-0.033092,0.0002991957879811188
25,1.0,-0.587247,2756,3198,840,1710,1488,0.116541,0.0689552533122495,0.0005000592786085348,0.0020277225322699226,-0.032868,0.00030666802368302517
26,4.0,0.931225,515,3780,258,2487,1293,0.116872,0.06878238576929571,0.0004305836537888822,0.0004920797984459422,-0.033383,0.0002607203633710668
27,3.0,0.460005,382,3213,825,1419,1794,0.117102,0.06897953223052444,0.0011853941823871564,0.0005412745897798101,-0.033444,0.00026362968360984975
28,0.0,-0.838253,1725,3672,366,2300,1372,0.116961,0.06901677565086609,0.0007940525251959502,0.0004641791673015252,-0.033369,0.0002679604399851902
29,1.0,0.335564,3107,3227,811,1114,2113,0.116991,0.06903753618452342,0.0008466022550091887,0.0004641791673015252,-0.033381,0.00027568150543043243
30,3.0,-0.331349,1884,183,3855,67,116,0.116983,0.06902315452472901,0.0008466022550091887,0.0004641791673015252,-0.03339,0.00022403533063469086
31,5.0,0.650553,382,3873,165,2092,1781,0.117441,0.06918757567017259,0.00076748080792751,0.00028642135135444464,-0.033718,0.00022962020312788223
32,0.0,-0.570672,2756,3640,398,1797,1843,0.117105,0.06877974169210814,0.00027032393275197266,0.00047467300505541344,-0.033584,0.00023816047712309557
33,0.0,-0.245424,698,1260,2778,294,966,0.117088,0.06876299108145678,0.0002659815456005193,0.0006812043260618284,-0.033583,0.0002319882315177477
34,1.0,-0.556553,2614,3182,856,1602,1580,0.116931,0.06875119447618638,0.000648285336628182,0.0004772201083471193,-0.033425,0.00022664687474626964
