,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,66,3086,952,1409,1677,0.113931,0.07506165908084836,-0.0010713026440246265,0.0019411160847388575,0.022533,2.352810101510275e-06
1,5.0,-0.455548,2315,3587,451,1535,2052,0.113734,0.07484913903330798,-0.0005333389439578576,0.0015084428311709643,0.022487,1.83916068333746e-05
2,4.0,-0.672528,2596,3604,434,1980,1624,0.113809,0.07444039184221246,-0.0002474786797496513,0.002260000625252361,0.022977,4.748665511265166e-05
3,3.0,-0.597208,1832,189,3849,92,97,0.113798,0.07444856719192174,-0.000272424888335752,0.002260000625252361,0.02296,6.180326813567716e-05
4,4.0,-0.698781,996,3979,59,2280,1699,0.113833,0.07400945906348953,0.00017264715526619704,0.002320784269356688,0.023408,9.484420236032022e-05
5,0.0,-0.368672,3473,2996,1042,1137,1859,0.113693,0.07399087706313884,-0.00026765596388745076,0.0022303962151023157,0.023163,0.00011645379631922095
6,1.0,-0.61331,76,3784,254,2100,1684,0.113119,0.07398188613896953,1.1209239381759004e-05,0.0021063263262852284,0.022506,0.00011566156226788811
7,4.0,-0.17765,3848,165,3873,23,142,0.11312,0.07398030935152845,1.1209239381759004e-05,0.0021063263262852284,0.022518,0.00011544606888393719
8,5.0,0.720011,2596,3778,260,2141,1637,0.113757,0.07464938079423086,0.000765829263296009,0.0020594210357931316,0.022695,0.00017110779208274877
9,0.0,-0.663821,2763,3719,319,2087,1632,0.113233,0.0745137770924025,0.0011881719874202424,0.0020865895109371878,0.021906,0.00016782557637817604
10,1.0,0.33854,2596,15,4023,5,10,0.113234,0.07451532873145149,0.0011881719874202424,0.0020865895109371878,0.021908,0.0001630854055438111
11,0.0,-0.744866,2763,3808,230,2235,1573,0.112925,0.07472222119444591,0.0004603196524841065,0.0027635750427099353,0.02141,0.00013645273833481312
12,3.0,0.593472,1477,3796,242,1956,1840,0.113362,0.07509355139500501,0.0005148814572065022,0.0031002717520206406,0.021578,0.00016421792773813076
