,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,264,6,4032,2,4,0.11575,0.08536828730784049,0.00014721650643944323,-0.0008879550417416258,0.010574,3.0461500371379055e-06
1,5.0,-0.455548,540,2990,1048,1255,1735,0.115026,0.0850888420112317,-0.00017707121396754878,0.0006259838078080351,0.010805,1.2047992784635518e-05
2,4.0,-0.672528,2331,3089,949,1721,1368,0.114619,0.08439798706934194,-0.00048055135949046963,0.0008492586159003413,0.010521,0.0001186751034555937
3,3.0,-0.597208,540,3305,733,1646,1659,0.114287,0.0837346408878933,-0.0010987233453423526,0.002421301416668088,0.011145,0.00011387200863014186
4,4.0,-0.698781,2331,3080,958,1650,1430,0.113919,0.08365321294996583,-0.0007910055894569115,0.0019768217991072467,0.010856,0.0001931472995437343
5,0.0,-0.368672,2055,375,3663,128,247,0.113801,0.08348397020137506,-0.0009146370690629272,0.0021825503889861347,0.010947,0.00021280937926643797
6,1.0,-0.61331,280,3393,645,1647,1746,0.112966,0.08291225370208051,0.00034307911928089954,0.001742833851253546,0.010682,0.00019942158525802003
7,4.0,-0.17765,2438,1102,2936,171,931,0.112883,0.08293948603779097,0.00031254200115319523,0.001742833851253546,0.010646,0.00019711139296619862
8,5.0,0.720011,367,3297,741,1838,1459,0.113951,0.08430743059678182,0.001483970831691022,0.002661412891205093,0.009743,0.00020022357419917705
9,0.0,-0.663821,36,2844,1194,1551,1293,0.113064,0.08355607014376851,0.0005240909598285114,0.0035892455867238254,0.010182,0.00023244694632098937
10,1.0,0.33854,1956,685,3353,195,490,0.113131,0.08360483169393594,0.0005701397014088515,0.0035892455867238254,0.010153,0.00020852575295629517
11,0.0,-0.744866,441,2836,1202,1543,1293,0.112333,0.08280910547300455,0.0008577051433848793,0.0038811153336104237,0.010337,0.00018585702307266064
12,3.0,0.593472,3843,3369,669,1536,1833,0.113043,0.08338314092456374,6.248372252146997e-05,0.0029154687503647114,0.010401,0.00023345808769261605
13,3.0,0.364569,1956,151,3887,49,102,0.11312,0.08343615692655272,0.00022874759889987453,0.0029154687503647114,0.010412,0.00024216092117725196
14,1.0,0.672398,1956,721,3317,358,363,0.113348,0.083759030699229,0.0007370639116521632,0.0029302460333740085,0.010289,0.0002022816193698739
15,3.0,0.814067,1956,161,3877,92,69,0.113512,0.08388039455266613,0.0008686908896905699,0.00313441008361999,0.010259,0.00020821382635180012
16,4.0,-0.85685,1468,3747,291,2176,1571,0.11277,0.08380712371780841,-0.0008007105229733043,0.002424815926463446,0.009362,0.0003010698798303839
17,0.0,-0.785117,3570,3609,429,1925,1684,0.112222,0.0835160149783269,-0.0008188375806635925,0.0014325926012423275,0.00984,0.0003355733190255042
18,2.0,-0.39117,2873,3322,716,1201,2121,0.111693,0.08348772173496795,-0.00038533188606374407,0.0016024053681169043,0.009275,0.00029227256388809393
19,4.0,-0.272472,1956,138,3900,40,98,0.111678,0.08347324238134728,-0.00043798765962935866,0.0016024053681169043,0.009261,0.0002758425688398147
20,5.0,-0.248584,1184,1674,2364,394,1280,0.11145,0.08335528382876783,-0.0005576655229762404,0.002196195960184135,0.009249,0.00027301543341025293
21,3.0,-0.828362,540,3492,546,2037,1455,0.110514,0.08274741910390514,0.0012548627241231864,0.0027898656537230894,0.00883,0.00023894608456152803
22,5.0,-0.692933,540,3566,472,1909,1657,0.10944,0.08167895967649118,-6.6600113461131e-05,0.003089149997574285,0.008793,0.0001947712888200078
23,4.0,-0.708449,1956,3271,767,1576,1695,0.109016,0.08182957818477177,0.0009175569472323909,0.0027351525504100134,0.00828,4.275163048873765e-05
24,3.0,-0.17273,2101,17,4021,1,16,0.109016,0.081829384650193,0.0009175569472323909,0.0027351525504100134,0.00828,4.4018918547808796e-05
25,1.0,-0.587247,280,3540,498,1557,1983,0.108186,0.08115811235232578,0.0009947588335588837,0.0038631017440358827,0.008098,6.631006487115618e-05
26,4.0,0.931225,540,2634,1404,1409,1225,0.109004,0.08200438581697163,0.0014068940340123037,0.003105459778507963,0.008074,8.540742298251162e-05
27,3.0,0.460005,1956,140,3898,55,85,0.109136,0.08205320342251331,0.0013076728684013412,0.003105459778507963,0.008054,2.5569963215242483e-05
28,0.0,-0.838253,1832,165,3873,108,57,0.109049,0.08203228061135465,0.0014628065841253127,0.0033904774140747,0.008094,4.7514602977559884e-05
29,1.0,0.335564,1954,131,3907,40,91,0.109082,0.08204740799904613,0.0013953343486088497,0.0035124067847834284,0.008122,5.5675861952553696e-05
30,3.0,-0.331349,540,2346,1692,619,1727,0.108925,0.08166170593787728,0.0015927652574698019,0.003953795955333392,0.008373,6.552460545342025e-05
31,5.0,0.650553,706,3066,972,1499,1567,0.109954,0.08320640751475994,0.0024371515336734004,0.004133908964190324,0.007574,5.756470613840825e-05
32,0.0,-0.570672,540,1771,2267,683,1088,0.109687,0.08278339008409441,0.002552557581231281,0.004242006798078797,0.007746,7.959639715103516e-05
33,0.0,-0.245424,540,937,3101,158,779,0.109642,0.0827565877449511,0.0024215565228122376,0.004242006798078797,0.007773,0.00010143841250136942
34,1.0,-0.556553,280,191,3847,73,118,0.10961,0.08283478656366848,0.002586790626555238,0.004102305210889744,0.007746,9.58039732837413e-05
35,3.0,0.062427,747,59,3979,1,58,0.10961,0.08283518532591638,0.002586790626555238,0.004102305210889744,0.007746,9.737780432395634e-05
36,4.0,-0.551645,3662,511,3527,215,296,0.109626,0.08276671715617027,0.002628708518288233,0.004102305210889744,0.007791,2.3495358173919182e-05
