,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1919,191,3847,77,114,0.118308,0.07507981788489422,0.0002644916138884168,-0.005849156885882157,0.028718,-4.6114705941395733e-07
1,5.0,-0.455548,1582,3692,346,1534,2158,0.11811,0.07492822700435363,0.00019667996475991988,-0.005263669661287153,0.028643,-3.0558397151118132e-06
2,4.0,-0.672528,3415,3115,923,1607,1508,0.117807,0.07519661046610958,0.0002138862458332176,-0.005860883582081119,0.028238,1.8269339784764396e-05
3,3.0,-0.597208,969,3836,202,1902,1934,0.117343,0.07516924873087213,-0.00041881738120766774,-0.005175954006467384,0.027473,-2.8037149317496026e-06
4,4.0,-0.698781,2826,3650,388,1912,1738,0.116965,0.07524454000263102,-5.1140548225376704e-05,-0.005201538256615955,0.027028,7.695947970339642e-06
5,0.0,-0.368672,969,3024,1014,1092,1932,0.116683,0.07523663224500862,-0.00018863386745154872,-0.005043854307569644,0.026769,1.6024058394491598e-06
6,1.0,-0.61331,2826,3128,910,1519,1609,0.116668,0.07498940792089306,-0.00024165788581546248,-0.005023546052590215,0.02688,3.6957671169151234e-05
7,4.0,-0.17765,783,6,4032,0,6,0.116668,0.07498912650062237,-0.00024165788581546248,-0.005023546052590215,0.026879,3.1664446773673796e-05
8,5.0,0.720011,2826,3797,241,2132,1665,0.11679,0.07504354764293131,-0.00041303466973622026,-0.005361892285666121,0.026948,0.00010668157972737521
9,0.0,-0.663821,3694,3752,286,2048,1704,0.116441,0.07507582834583194,-0.00011717808688783283,-0.004221657796898747,0.026655,0.00015029524647657057
10,1.0,0.33854,969,2858,1180,871,1987,0.116471,0.07515270369343212,7.383661984984603e-05,-0.004221657796898747,0.02656,0.00014833063271078696
11,0.0,-0.744866,969,3195,843,1858,1337,0.11615,0.07545623287718775,3.50320983912137e-05,-0.003791584966097867,0.025994,0.0001402740849604437
