,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2958,3411,627,1509,1902,0.115518,0.08542995015745357,-0.00039099406990222927,-0.0010168461792776637,0.010342,-6.202426343154247e-06
1,5.0,-0.455548,3433,3352,686,1465,1887,0.115417,0.08555823433097884,-0.0006763860378998933,-0.0006558382673327082,0.010405,-2.3126046051002725e-05
2,4.0,-0.672528,2331,3722,316,2059,1663,0.115349,0.08550524327058917,-0.00025646367635167466,-0.0006558382673327082,0.010357,-1.6826070809606358e-06
3,3.0,-0.597208,49,4,4034,1,3,0.115348,0.08550452822405778,-0.00025646367635167466,-0.0006558382673327082,0.010357,-2.6749702896756625e-05
4,4.0,-0.698781,2331,3171,867,1819,1352,0.115262,0.08551543779458415,-0.00015708237337453432,-0.00012115304328485756,0.010247,-1.566691012626888e-05
5,0.0,-0.368672,2796,2898,1140,1078,1820,0.115012,0.0851866217472357,-0.00010595126814043212,-0.00035221346912263016,0.010369,-2.577867871585376e-05
6,1.0,-0.61331,280,2982,1056,1519,1463,0.114699,0.08531596813224725,-0.00062525921206073,-0.0005065536708092933,0.010148,-4.954483370471239e-05
7,4.0,-0.17765,3322,4,4034,0,4,0.114699,0.0853170753022167,-0.00062525921206073,-0.0005065536708092933,0.01015,-4.730503424940167e-05
8,5.0,0.720011,1956,3875,163,2218,1657,0.114954,0.08530597856092333,-0.0006865469458104011,-0.0010489646353354924,0.010125,-1.578297433358092e-05
9,0.0,-0.663821,1807,3,4035,0,3,0.114956,0.08530789991020017,-0.0006865469458104011,-0.0010489646353354924,0.010128,-1.67916150862425e-06
10,1.0,0.33854,186,3271,767,999,2272,0.115132,0.08536875107301826,-0.0006103987850987685,-0.0008524157776935094,0.010203,2.365094495337126e-06
11,0.0,-0.744866,884,3047,991,1836,1211,0.114831,0.08463813405642062,-0.0013014391937837366,0.0005513127736004027,0.010739,3.8209734257654535e-05
12,3.0,0.593472,1992,162,3876,74,88,0.114903,0.08468011112976831,-0.0012071793562274393,0.0007260714461618202,0.010738,3.457589749938104e-05
13,3.0,0.364569,1956,167,3871,55,112,0.11493,0.08469847249962496,-0.0011209982829613332,0.0007260714461618202,0.010757,4.295135759676488e-05
14,1.0,0.672398,1956,3834,204,2026,1808,0.115289,0.08473831866070135,-0.0013089832221154945,0.00014445559769066363,0.011014,6.0897507633902785e-05
15,3.0,0.814067,1956,177,3861,109,68,0.115335,0.0847757889793301,-0.0013227356024072979,0.00024060142851615627,0.01101,6.112097879012956e-05
16,4.0,-0.85685,3063,3445,593,2167,1278,0.11527,0.08475833823439181,-0.0016939036149817217,-0.0005197838973536574,0.01095,5.5515644276811724e-05
17,0.0,-0.785117,540,2733,1305,1656,1077,0.11502,0.08410856933764722,-0.001389639792263846,-0.0007225993934539134,0.011372,2.944126943155299e-05
18,2.0,-0.39117,2260,2793,1245,1044,1749,0.114883,0.08396737264842521,-0.0011634514889682932,-0.0010924178028311503,0.011346,2.5709253020135734e-05
19,4.0,-0.272472,2331,2595,1443,691,1904,0.114761,0.08383212377633244,-0.0011652384968841277,-0.0012920034609598897,0.011242,4.389088213625358e-05
20,5.0,-0.248584,2992,2831,1207,683,2148,0.114664,0.08372292790390498,-0.0009187982723155422,-0.000948443150991889,0.011268,4.9266036877526165e-05
21,3.0,-0.828362,3222,3956,82,2419,1537,0.114489,0.08348996453028006,4.192055771105918e-05,-0.0008611905809034198,0.011121,0.00012893729213872944
22,5.0,-0.692933,1956,3878,160,2188,1690,0.114318,0.08331390634028452,-0.0002948566268785891,-0.0007440343339360359,0.01121,0.0001216834489282138
23,4.0,-0.708449,2331,3094,944,1708,1386,0.114198,0.08347191685502292,-0.0005161928447488421,-0.0014733938518713425,0.010907,0.00015536416197599792
24,3.0,-0.17273,540,1018,3020,161,857,0.114172,0.08345305083778612,-0.0005379218347523777,-0.0014733938518713425,0.010894,0.00015999275816317294
25,1.0,-0.587247,2717,2925,1113,1409,1516,0.113901,0.08337201567367288,-0.0010335691040498562,-0.0018731369076558913,0.01072,0.00017047464036723888
26,4.0,0.931225,1625,3848,190,2461,1387,0.114072,0.08324071683484321,-0.0009539663030910977,-0.0012883321955643435,0.011032,0.00016321155925424442
27,3.0,0.460005,1956,175,3863,77,98,0.114112,0.08327270698512497,-0.0011011131915627298,-0.0013431387377960844,0.011039,0.00014732101704082525
28,0.0,-0.838253,623,3031,1007,1830,1201,0.113907,0.08272538462022563,-0.0006470492395074518,-0.0009521938954081913,0.011409,0.00013262837034609884
29,1.0,0.335564,1956,200,3838,65,135,0.113935,0.08274486752025313,-0.0006223260656661451,-0.0009521938954081913,0.011429,0.00013659176337517645
30,3.0,-0.331349,2191,704,3334,232,472,0.113868,0.0827118096074379,-0.0004108655093735578,-0.0006924415553337858,0.011396,0.0001393880743432378
31,5.0,0.650553,515,3699,339,2013,1686,0.113958,0.0829263427183516,-0.0007603581251356198,-0.0009067652325218261,0.011381,0.00014065462546975432
32,0.0,-0.570672,540,2908,1130,1385,1523,0.113799,0.08262404107731493,-0.0011302628784054993,-0.000935408772442502,0.011647,0.00011794519244177707
33,0.0,-0.245424,540,1708,2330,348,1360,0.113746,0.0826022882279911,-0.0009027026643118871,-0.0007566741344516706,0.011688,0.00011834618278592166
34,1.0,-0.556553,280,3591,447,1671,1920,0.113574,0.08280382426473624,-0.0005539963660457334,-0.0007088043818601587,0.011441,8.475218674729823e-05
35,3.0,0.062427,3468,53,3985,1,52,0.113574,0.08280384214332064,-0.0005539963660457334,-0.0007088043818601587,0.011442,8.533719240162798e-05
36,4.0,-0.551645,2331,3067,971,1451,1616,0.113517,0.08295819394481393,-0.0008278455822620811,-0.0009990946362193466,0.011212,7.78590015020295e-05
37,1.0,0.52511,298,3576,462,1595,1981,0.113616,0.08289837095110837,-0.0010107803631003547,8.859021919298789e-05,0.011298,0.00010429971289924003
38,1.0,-0.489366,280,2858,1180,1206,1652,0.113308,0.08273784911746164,-0.0007852988137806196,0.0007850956766548234,0.011115,0.00010013154833705467
39,4.0,-0.10524,2331,22,4016,0,22,0.113308,0.08273792373064476,-0.0007852988137806196,0.0007850956766548234,0.011115,9.99547595279435e-05
40,2.0,0.445429,1758,3581,457,1509,2072,0.113574,0.08307976749430253,-0.0004811205326972426,0.0008425612566340609,0.011206,8.600905514567066e-05
41,1.0,-0.671714,280,3745,293,1926,1819,0.113366,0.08284444044355364,-0.0005930201888925099,-0.0006254990580124641,0.011083,8.081255384584397e-05
42,4.0,0.701954,1956,3934,104,2147,1787,0.113579,0.08290550957733223,-0.0004784596827369408,0.0016149841317549673,0.011301,8.935829271331471e-05
43,4.0,0.749719,1956,755,3283,457,298,0.113586,0.08291175153614415,-0.0004784596827369408,0.0016149841317549673,0.011302,9.830166309656333e-05
44,1.0,0.357057,3655,3234,804,1031,2203,0.113749,0.08309386182195934,-0.0009900406862851146,0.001468401242805643,0.011406,0.00012924194534464454
45,2.0,0.262092,540,2529,1509,657,1872,0.113928,0.08334360913104616,-0.0007911979030784032,0.0011644749158689178,0.011485,0.00012963809538178242
