,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2284,3182,856,1473,1709,0.113735,0.08974628708782231,-0.0003458693898297079,-0.0034588945032246244,-0.001157,-7.597400346620451e-06
1,5.0,-0.455548,4021,40,3998,13,27,0.113731,0.08974382277092188,-0.0003458693898297079,-0.0034588945032246244,-0.001156,-2.8964925311545766e-06
2,4.0,-0.672528,3647,3778,260,2191,1587,0.113544,0.08950170001668446,-4.61330844118319e-07,-0.0034841312413683655,-0.001488,1.732383428241314e-05
3,3.0,-0.597208,1242,3567,471,1955,1612,0.113221,0.0896155792693605,-0.0007971409602919783,-0.0034129393876109024,-0.00138,1.6155141536684e-05
4,4.0,-0.698781,3905,3835,203,2233,1602,0.112966,0.08937847850698755,-0.0011335244367635872,-0.003393190505890485,-0.001707,-2.4812412313278808e-06
5,0.0,-0.368672,109,3412,626,1296,2116,0.112834,0.08926568269338198,-0.0007986248950928999,-0.00318748976293487,-0.001531,1.1768341998844656e-06
6,1.0,-0.61331,298,4033,5,2115,1918,0.112735,0.08924532601587304,-0.0007695019350412359,-0.00318748976293487,-0.001411,-2.3785384170999415e-05
7,4.0,-0.17765,301,3,4035,0,3,0.112734,0.08924460994900137,-0.0007695019350412359,-0.00318748976293487,-0.001412,-3.0210885532722613e-05
8,5.0,0.720011,1281,3968,70,2412,1556,0.112891,0.08928257485869878,-0.0008809594893459393,-0.003200740886507899,-0.001394,-1.7583814184252554e-05
9,0.0,-0.663821,3701,5,4033,0,5,0.112891,0.08928279256150072,-0.0008809594893459393,-0.003200740886507899,-0.001394,-1.8933762191184963e-05
10,1.0,0.33854,2101,3636,402,1208,2428,0.113003,0.08920173884156438,-0.0015330429624102017,-0.00340868209099406,-0.001487,-1.7856438450596845e-06
11,0.0,-0.744866,729,3794,244,2310,1484,0.112818,0.08879448149374786,-0.0013368332270717685,-0.0026427597056851724,-0.001413,-3.5447508847559816e-06
12,3.0,0.593472,301,3095,943,1624,1471,0.113104,0.08909045547986388,-0.0012388082640834837,-0.0014274823530124798,-0.001443,5.485712101131614e-06
13,3.0,0.364569,612,3073,965,1152,1921,0.113189,0.08919817028215754,-0.0011764783865147465,-0.002394479229888918,-0.001461,-1.730973231580327e-05
14,1.0,0.672398,1355,4034,4,2252,1782,0.113317,0.08915179133322669,-0.001108758995181993,-0.002207174840541535,-0.001609,4.7936046342280406e-05
15,3.0,0.814067,3952,3655,383,2249,1406,0.113791,0.0895024338552639,-0.0011422362768769671,-0.002025688752115135,-0.001806,0.0001073682325269796
16,4.0,-0.85685,301,3723,315,2368,1355,0.113715,0.08932394775118722,-0.0011753045924377786,-0.001910241818327527,-0.001923,0.0001127066331211861
