,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1699,3723,315,1665,2058,0.113803,0.08984753753815754,1.3096316862406672e-05,-0.0037829777083310035,-0.001108,5.535765571393202e-06
1,5.0,-0.455548,301,3641,397,1712,1929,0.113654,0.08991194068591098,0.0005141311551500771,-0.0032972153085761543,-0.001124,5.772395925441233e-06
2,4.0,-0.672528,301,3774,264,2201,1573,0.113413,0.08982453208592872,0.0007887665871185934,-0.0034129566681690756,-0.001389,7.188764722526793e-05
3,3.0,-0.597208,1355,3062,976,1647,1415,0.113127,0.08987934011465291,0.0010176035602654089,-0.001229486689404542,-0.001247,2.5119437272309278e-05
4,4.0,-0.698781,301,3765,273,2200,1565,0.113067,0.08963631199097362,0.00047550402253634775,-0.0013120692547149188,-0.00133,9.764100201605774e-05
5,0.0,-0.368672,1355,3515,523,1346,2169,0.113001,0.08954311921216065,0.000895931852039797,-0.0013316744356817436,-0.00132,0.00010432475211921858
6,1.0,-0.61331,1730,3842,196,2043,1799,0.112904,0.08941106507321932,0.0008687400431661514,-0.0005396795092197015,-0.001032,0.00010311150626628468
7,4.0,-0.17765,176,14,4024,0,14,0.112903,0.08941062745632943,0.0008687400431661514,-0.0005396795092197015,-0.001031,0.00010063497565403979
8,5.0,0.720011,3063,3699,339,2275,1424,0.113163,0.08974398684895468,0.0005263277211991898,-0.00028020006932800377,-0.000864,8.637139555995708e-05
9,0.0,-0.663821,1355,3659,379,2121,1538,0.112962,0.08951399113722971,0.00039973944828855675,-0.0009189027144574961,-0.000783,9.638992049737284e-05
10,1.0,0.33854,1876,149,3889,48,101,0.11298,0.0894846874269512,0.0003551274380493313,-0.0009189027144574961,-0.000812,7.662371599130699e-05
11,0.0,-0.744866,2593,3893,145,2360,1533,0.112841,0.08931670473168547,0.001072540283974971,-0.0005047209097371208,-0.000728,7.649041566944513e-05
