,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1126,3570,468,1513,2057,0.117288,0.07662178508420571,-0.0021202014738540575,0.0038444782552337193,-0.023541,1.5145766278781879e-05
1,5.0,-0.455548,1660,2039,1999,910,1129,0.116876,0.07677140054781584,-0.001895615070095147,0.0031060588078595866,-0.023028,1.3774535776182225e-05
2,4.0,-0.672528,3666,487,3551,256,231,0.116812,0.07678356175326723,-0.002156550841341596,0.003237538260272408,-0.022957,7.618358504580344e-06
3,3.0,-0.597208,1660,2576,1462,1251,1325,0.116617,0.07690310832095693,-0.002172340064584465,0.0022435716535103853,-0.022862,9.848454275360689e-06
4,4.0,-0.698781,2534,3570,468,1942,1628,0.11617,0.07640871087866985,-0.00140408349515902,0.0021233520457584233,-0.022553,1.7704171744324012e-05
5,0.0,-0.368672,1660,3014,1024,1054,1960,0.115942,0.07637188509172813,-0.0016956485639750215,0.0017138148912906699,-0.022385,5.214133936007049e-05
6,1.0,-0.61331,1660,3734,304,1930,1804,0.115766,0.07618655577298587,-0.0012965839933756118,0.001147537181439173,-0.022635,6.550672683221706e-05
7,4.0,-0.17765,3390,676,3362,114,562,0.115741,0.07612850220129892,-0.0011386539669798411,0.001808390462737476,-0.022623,6.604854411372238e-05
8,5.0,0.720011,954,3128,910,1857,1271,0.116304,0.07625914829328882,-0.0012160945827040036,0.002511137744376764,-0.023143,0.0001718920573595753
9,0.0,-0.663821,1660,3941,97,2047,1894,0.11609,0.0762232508371975,-0.0002846849747146039,0.0019472784678990183,-0.022836,0.0001534473433214471
10,1.0,0.33854,3991,3088,950,960,2128,0.116271,0.07643913365304625,-0.0001738794660432978,0.001890117694774015,-0.022706,0.00014514560891610963
11,0.0,-0.744866,1660,3923,115,2189,1734,0.116091,0.07612917599381137,-0.0003828706184311911,0.002370803924430718,-0.022488,0.00015821811543904941
12,3.0,0.593472,2338,3226,812,1530,1696,0.116513,0.0764217284563016,-0.0005318413064849206,0.0028416671585842815,-0.02266,0.00013971776881859882
13,3.0,0.364569,2338,2374,1664,745,1629,0.11665,0.07632821293327142,-0.00028999600553459036,0.0028416671585842815,-0.022749,0.00014713330071593314
14,1.0,0.672398,1088,3887,151,2078,1809,0.116932,0.07675217659710865,0.00029525988634646587,0.002486852382381265,-0.022377,0.00014516821034702996
15,3.0,0.814067,1786,1,4037,0,1,0.116934,0.0767535596373616,0.00029525988634646587,0.002486852382381265,-0.022376,0.00015380918583601235
16,4.0,-0.85685,1907,3972,66,2403,1569,0.116865,0.07673258959971191,0.00034822355623091993,0.002277704731627096,-0.022302,0.0001680604031340234
17,0.0,-0.785117,1660,3177,861,1808,1369,0.116677,0.07672381687994524,0.0006627585946097843,0.002527746307354164,-0.022184,0.00018403815166479574
18,2.0,-0.39117,1660,3122,916,1078,2044,0.1164,0.07655584028783943,0.000364901232314816,0.0019354173438505826,-0.022162,0.00018896650026593465
19,4.0,-0.272472,2534,2541,1497,647,1894,0.116283,0.07654076384860582,9.523723714914678e-05,0.0019830047749684852,-0.022142,0.00018881646312802922
20,5.0,-0.248584,1660,2591,1447,677,1914,0.116095,0.07643578697521912,0.00016977594977382742,0.0022866537122876803,-0.021891,0.0001926968754713185
21,3.0,-0.828362,1776,1,4037,0,1,0.116096,0.07643643177225214,0.00016977594977382742,0.0022866537122876803,-0.021892,0.0001842411438545817
22,5.0,-0.692933,508,3861,177,2279,1582,0.115681,0.07668675426060317,-0.00025707647796222065,0.002184932990221919,-0.021252,0.0002346337014183351
23,4.0,-0.708449,2462,9,4029,3,6,0.115677,0.07668603977794729,-0.00025707647796222065,0.002184932990221919,-0.021248,0.0002549301361794146
24,3.0,-0.17273,3008,696,3342,121,575,0.115646,0.07663049295893534,-0.00027858283078275486,0.0020324428367362217,-0.021238,0.00024271238426062277
25,1.0,-0.587247,1660,3758,280,1865,1893,0.115405,0.07631552094152964,-0.0003551158331121057,0.0019889814245787596,-0.02157,0.0002888682396703777
26,4.0,0.931225,1660,3919,119,2431,1488,0.115784,0.0764128019896709,0.00014159957987276936,0.0018028440217903133,-0.021737,0.0002358550631415339
27,3.0,0.460005,2338,3428,610,1370,2058,0.11619,0.07646713059463081,4.617956152202568e-05,0.0025922684730322674,-0.021881,0.00024021502847948884
28,0.0,-0.838253,2467,3515,523,2030,1485,0.115988,0.0763391377910955,-0.00028333753008406783,0.001414082504838583,-0.021624,0.00021926882892514372
29,1.0,0.335564,839,2974,1064,916,2058,0.116103,0.07655544274444452,-0.00037090241367250597,0.001414082504838583,-0.021543,0.00020099541966542595
30,3.0,-0.331349,1660,2444,1594,724,1720,0.115838,0.07628061960060047,-8.086001251956569e-05,0.0013359638673190173,-0.021407,0.00021191589503061537
31,5.0,0.650553,3287,3514,524,1976,1538,0.116329,0.07621632908661231,-0.0005642605567825275,0.0028062632528224325,-0.021932,0.00018003209541024728
32,0.0,-0.570672,1012,3068,970,1349,1719,0.11626,0.07621409015755533,-0.0006319054968203773,0.00226853440553042,-0.021851,0.00020207708674473604
33,0.0,-0.245424,1660,2091,1947,432,1659,0.116242,0.0761932319805721,-0.0008371383751753745,0.00226853440553042,-0.02184,0.00020494636626937086
34,1.0,-0.556553,1660,3473,565,1601,1872,0.115862,0.0753850050887428,-0.0008930017962973406,0.00175949626006351,-0.022141,0.00019796486094627108
35,3.0,0.062427,2338,66,3972,3,63,0.115862,0.07538447844158959,-0.0008930017962973406,0.00175949626006351,-0.022142,0.00019520534656859628
36,4.0,-0.551645,1256,3538,500,1630,1908,0.115615,0.07539764820695151,-0.0006163805862075514,0.002080440401564384,-0.022031,0.00019247834978721473
37,1.0,0.52511,3315,3008,1030,1315,1693,0.116087,0.07640390870981965,-0.0011647455139562374,0.001715706748559023,-0.021687,0.00019892095109116787
38,1.0,-0.489366,1427,3053,985,1302,1751,0.115869,0.0761091655230545,-0.0008917896122290971,0.001715706748559023,-0.021937,0.0001877326965727227
39,4.0,-0.10524,1570,145,3893,12,133,0.115868,0.07606545822712678,-0.0009679356873250709,0.001715706748559023,-0.021936,0.00018923453696225803
40,2.0,0.445429,2338,3461,577,1332,2129,0.116346,0.07641326634279723,-0.0008386408989835207,0.0015093424618937753,-0.021989,0.0001745636283215054
41,1.0,-0.671714,4001,58,3980,29,29,0.116345,0.07641238907848537,-0.0008622341204703435,0.0015093424618937753,-0.021997,0.0001641470400570835
42,4.0,0.701954,765,3873,165,2045,1828,0.116658,0.07643264295695266,-0.0014252696871485668,0.001499750168688442,-0.022076,0.00016032561561208887
43,4.0,0.749719,1695,3554,484,1941,1613,0.117253,0.07656398843109935,-0.0018116563726354434,0.0009765996582309555,-0.022299,0.00013325859407210372
44,1.0,0.357057,2338,2683,1355,878,1805,0.117471,0.07681025239068903,-0.002201842190777886,0.0009765996582309555,-0.022077,0.00013653513667065672
45,2.0,0.262092,495,2042,1996,490,1552,0.117521,0.07680009087187323,-0.002170052520075191,0.0009765996582309555,-0.022036,0.00013959633993879242
46,1.0,0.323409,211,2801,1237,824,1977,0.117796,0.07702181979098317,-0.0020116161663454066,0.0011574816058868842,-0.02187,0.00013214216811408333
47,4.0,-0.673508,2534,3036,1002,1583,1453,0.117474,0.07708419178999609,-0.0013664044923457368,0.001915199079777665,-0.021707,0.00015067034340499692
48,1.0,0.686776,2627,3605,433,1883,1722,0.118071,0.07807555239336532,-0.0019880496098271055,0.0016538814311748541,-0.021229,0.000150901652144784
49,2.0,-0.370808,1906,3316,722,1133,2183,0.11774,0.07767196056227647,-0.002177371643012543,0.002358126707748895,-0.021228,0.00014653626467263744
50,1.0,0.382281,2338,2137,1901,771,1366,0.117878,0.07794704444786843,-0.0023576121083119864,0.0027723227332582118,-0.021108,0.0001608659007211643
51,0.0,-0.826821,40,3158,880,1784,1374,0.1178,0.07807678922981887,-0.001906356670888168,0.002124009008691037,-0.020973,0.00016341444986699244
52,4.0,-0.7165,2534,3653,385,1934,1719,0.117599,0.0780329105534029,-0.0020400521756771452,0.0012064294213707935,-0.020848,0.00021964066922822048
