,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1956,3738,300,1659,2079,0.115546,0.08524237880327648,-0.00035647482677733286,-0.0015355675021099541,0.010291,1.6461335314021636e-06
1,5.0,-0.455548,2955,3119,919,1306,1813,0.11524,0.08506659649327943,-0.0005674376021606638,-0.001013775246262192,0.010396,-2.5399719402492366e-05
2,4.0,-0.672528,1711,3918,120,2184,1734,0.115072,0.08514199610274092,-0.000631018701735287,-0.0010110500179980665,0.01012,-2.035188352952651e-05
3,3.0,-0.597208,1802,3619,419,1837,1782,0.114892,0.08511180001324356,-0.00038217136257907657,-0.0017746738408013314,0.0098,-4.199238860504025e-05
4,4.0,-0.698781,3309,3183,855,1792,1391,0.114784,0.08495106325266163,-0.0006993112447411593,-0.001585050146232216,0.009758,-9.585166070209397e-05
5,0.0,-0.368672,540,2957,1081,1087,1870,0.114566,0.08441552530979964,-0.0009931823801345736,-0.0011757278204305624,0.009966,-8.37122821430447e-05
6,1.0,-0.61331,280,2783,1255,1387,1396,0.114302,0.08456142564284448,-0.0008704249831742526,-0.0015257964409552758,0.009763,-7.644746411878127e-05
7,4.0,-0.17765,2388,2550,1488,407,2143,0.114233,0.08460245787657442,-0.0008894502680927082,-0.0015257964409552758,0.009728,-7.311092395678926e-05
8,5.0,0.720011,1161,3718,320,2126,1592,0.114863,0.08523507816039567,-0.0007445489381521524,-0.0017528440612206385,0.009544,-4.396581653195913e-05
9,0.0,-0.663821,3760,524,3514,301,223,0.114758,0.08488447949405285,-0.0005117453420644511,-0.002153005464606332,0.009712,-6.193042743067484e-06
10,1.0,0.33854,165,191,3847,60,131,0.114758,0.08488495331053872,-0.0004864872013032871,-0.002153005464606332,0.009728,-1.6715672106771373e-05
11,0.0,-0.744866,1001,3109,929,1827,1282,0.11465,0.08458479029319468,-0.0001743123034973077,-0.0020057459021385945,0.010193,-5.4151893140008846e-06
12,3.0,0.593472,1956,171,3867,84,87,0.114669,0.08461084532597705,-3.367176242559077e-05,-0.0020057459021385945,0.010189,-1.539040595178251e-05
13,3.0,0.364569,1956,165,3873,55,110,0.114697,0.08469110632400428,0.00011141115822042569,-0.0020057459021385945,0.010164,2.82272105985404e-06
14,1.0,0.672398,309,3575,463,1865,1710,0.115102,0.08486719060409272,-0.0007983622898162531,-0.0011412197522402275,0.01039,3.1136060847078665e-06
15,3.0,0.814067,1956,178,3860,114,64,0.115156,0.08491823062612079,-0.0006120190456264047,-0.0011964168727699204,0.010384,8.006078178101139e-07
16,4.0,-0.85685,242,3700,338,2291,1409,0.115059,0.08489118006284992,-0.00042315978834878213,-0.0010893625926342682,0.010131,1.1803789298374612e-05
17,0.0,-0.785117,540,3040,998,1808,1232,0.114807,0.08419388016560067,-0.00025386675503871764,0.0004539353320430125,0.010615,6.694736444073658e-05
18,2.0,-0.39117,4023,59,3979,25,34,0.114816,0.08419884873274569,-0.00023337342237024153,0.0004539353320430125,0.010621,2.1522977216176043e-05
