,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2763,2714,1324,1184,1530,0.11361,0.07410832512817524,-0.0014156219076574552,0.0021555497946355866,0.022898,1.240136172319881e-05
1,5.0,-0.455548,1832,163,3875,62,101,0.113578,0.07409827118770299,-0.0012102769218322934,0.0025470030102596364,0.022888,-2.5464864446645212e-05
2,4.0,-0.672528,2596,3645,393,2020,1625,0.113143,0.07388997205807593,-0.0011497868670758565,0.0019952567048391935,0.023005,2.49305717174218e-05
3,3.0,-0.597208,3787,3330,708,1753,1577,0.112312,0.07311603195435638,-0.001385572876052414,0.0028312013503610195,0.02315,5.7826511306428984e-05
4,4.0,-0.698781,2773,3422,616,1891,1531,0.112002,0.07264692460869814,-0.0010226069266948239,0.0026455139459874055,0.023878,1.935669204423537e-05
5,0.0,-0.368672,2763,2642,1396,977,1665,0.111414,0.07250700229660578,-0.0015921957541207656,0.0024132279578133625,0.023517,2.1500510646199548e-05
6,1.0,-0.61331,310,3490,548,1880,1610,0.110254,0.07154657559818833,-0.002613465284408117,0.0030998548536081178,0.023036,6.51499733845011e-05
7,4.0,-0.17765,1053,53,3985,5,48,0.110252,0.0715442328688162,-0.002613465284408117,0.0030998548536081178,0.023039,7.233954267649673e-05
8,5.0,0.720011,169,220,3818,120,100,0.110407,0.07165918958366504,-0.0025653749008733018,0.0030998548536081178,0.023053,4.147942878692011e-05
9,0.0,-0.663821,2763,3582,456,1927,1655,0.109872,0.07136150446531236,-0.0019143124400075612,0.0008811906455409123,0.023182,5.982716337468936e-05
10,1.0,0.33854,1876,124,3914,39,85,0.109894,0.07138036280360018,-0.001621141288607177,0.0008811906455409123,0.023196,5.848018805076429e-05
11,0.0,-0.744866,3087,3443,595,1927,1516,0.109388,0.0710770649028414,-0.0010629467377342328,-0.0005474951931565496,0.022909,1.3494052868788552e-05
12,3.0,0.593472,2596,20,4018,8,12,0.109377,0.07102982767577316,-0.0010629467377342328,-0.0005474951931565496,0.02291,1.2424090556885158e-05
13,3.0,0.364569,1343,2062,1976,632,1430,0.109773,0.07119197556916174,-0.0011234842843428794,-0.00012590915548531706,0.023067,1.1185912790111224e-05
14,1.0,0.672398,656,3279,759,1743,1536,0.111106,0.07212409657876473,-0.0006881630125629518,0.0008169795542085095,0.023539,8.673238468909614e-05
15,3.0,0.814067,2596,3558,480,2122,1436,0.112621,0.07259528079739173,-0.000395122052829602,0.001932753306429414,0.024001,4.2565338390507364e-05
16,4.0,-0.85685,317,3614,424,2104,1510,0.112478,0.07238901677531356,-0.0013040487562771463,0.0026740231292023495,0.023994,6.472636339669701e-05
17,0.0,-0.785117,2549,3,4035,0,3,0.112478,0.07238988618816637,-0.0013040487562771463,0.0026740231292023495,0.023995,7.220131594270678e-05
18,2.0,-0.39117,3067,680,3358,243,437,0.11238,0.0722648429866877,-0.0013764222751317219,0.0023326788560368546,0.02399,6.392928191088072e-05
19,4.0,-0.272472,1146,1545,2493,375,1170,0.112352,0.07203573209849004,-0.0012917617136199606,0.002563666945868167,0.024216,6.561987364150709e-05
20,5.0,-0.248584,1832,158,3880,34,124,0.112335,0.0720246925167424,-0.0012061482186958904,0.002563666945868167,0.02423,7.144004915249716e-05
21,3.0,-0.828362,1832,3792,246,2312,1480,0.111254,0.07157005422960275,-0.0009654328263094641,0.003620975504167684,0.02379,7.71662623240743e-05
22,5.0,-0.692933,310,25,4013,11,14,0.111258,0.07156914313041876,-0.0009654328263094641,0.003620975504167684,0.023802,0.000108913582205233
23,4.0,-0.708449,2596,3025,1013,1520,1505,0.111281,0.07093774208926466,0.00014235198715373102,0.0034212242046921847,0.024651,0.0001823479719056539
24,3.0,-0.17273,3270,656,3382,118,538,0.111235,0.07095105868824242,0.0001004485739464065,0.0034996319417186297,0.02463,0.000154276370024
