,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2284,3432,606,1553,1879,0.113423,0.08944019064247774,-0.00040755120719722853,-0.003069207693581286,-0.001405,1.853555335479079e-05
1,5.0,-0.455548,551,0,4038,0,0,0.113423,0.08944019064247774,-0.00040755120719722853,-0.003069207693581286,-0.001405,1.853555335479079e-05
2,4.0,-0.672528,535,3648,390,2095,1553,0.112698,0.08924551219532159,-0.0008603132031952773,-0.0026927706299841483,-0.001447,-7.890797227036396e-05
3,3.0,-0.597208,3204,2982,1056,1543,1439,0.112134,0.0888625117671308,-0.0005786774104496771,-0.0024036660520142163,-0.001223,-3.0703144342659076e-05
4,4.0,-0.698781,4023,0,4038,0,0,0.112134,0.0888625117671308,-0.0005786774104496771,-0.0024036660520142163,-0.001223,-3.0703144342659076e-05
5,0.0,-0.368672,3991,6,4032,0,6,0.112129,0.08885989460124107,-0.0005786774104496771,-0.002506242365655748,-0.00122,-1.2188858628373358e-05
6,1.0,-0.61331,301,3780,258,1963,1817,0.11164,0.08913663849157266,-0.0013424734042509273,-0.003042364362383905,-0.000414,8.283899480069325e-05
7,4.0,-0.17765,301,2,4036,0,2,0.111639,0.08913636785750646,-0.0013424734042509273,-0.003042364362383905,-0.000414,8.026226788809113e-05
8,5.0,0.720011,1780,3581,457,2164,1417,0.112918,0.08975764094430647,-0.0012133867534412153,-0.0027224541738547813,-0.001305,3.9746620450606584e-05
9,0.0,-0.663821,1355,3508,530,1981,1527,0.112187,0.08792496081682188,0.00044030642149001846,-0.0025776639856136072,-0.002023,5.7906222662375175e-05
10,1.0,0.33854,1355,3185,853,978,2207,0.112604,0.08801625580545461,2.0859468859657433e-05,-0.002044873662648221,-0.00239,7.211788396467773e-05
11,0.0,-0.744866,1355,3540,498,2035,1505,0.111927,0.08732679014254537,0.0004915143089388928,-0.0017528041935203707,-0.002811,0.00012043709664108278
12,3.0,0.593472,3625,19,4019,7,12,0.111933,0.08733484195616828,0.0005103727587744952,-0.0017528041935203707,-0.002819,8.168346950565322e-05
13,3.0,0.364569,1421,886,3152,306,580,0.112088,0.08731092790219627,0.0005413562449203121,-0.0022139419980653917,-0.002857,2.8780721300651978e-05
14,1.0,0.672398,1355,3594,444,1875,1719,0.113196,0.08758168387748105,0.00022178815144396782,-0.0027959005049776504,-0.003884,6.708839646777257e-05
15,3.0,0.814067,301,3434,604,1966,1468,0.114572,0.08840125429208219,0.0013526975245192199,-0.0028541088244257214,-0.004008,5.6158715853759205e-05
16,4.0,-0.85685,1013,3682,356,2246,1436,0.113709,0.08724276667132044,0.0006282064126926603,-0.0030042366736742466,-0.004493,0.00010770222909961216
17,0.0,-0.785117,1355,3409,629,1857,1552,0.113147,0.08700738851359271,0.0017086806289075438,-0.0024794582543388633,-0.004359,0.00010196318478171166
18,2.0,-0.39117,905,2606,1432,943,1663,0.112767,0.08645701649579589,0.0016139541972093635,-0.002258594517569744,-0.004677,0.00014958073863167453
19,4.0,-0.272472,301,2,4036,0,2,0.112767,0.08645685672587394,0.0016139541972093635,-0.002258594517569744,-0.004677,0.00014810024841132295
20,5.0,-0.248584,3683,1977,2061,540,1437,0.112414,0.08605194134212053,0.001207564842531425,-0.0020524290987343004,-0.004784,0.0001499954700008253
21,3.0,-0.828362,1355,3527,511,2117,1410,0.111541,0.0856056316796895,0.0023835369105920305,-0.002105836508481402,-0.00408,0.00023336893806222666
22,5.0,-0.692933,1691,3107,931,1810,1297,0.110915,0.08542469381102373,0.0021168852985844013,-0.00260962781429684,-0.003634,0.00017613952484113232
23,4.0,-0.708449,301,2949,1089,1497,1452,0.11066,0.08487257548809164,0.001399328308130386,-0.00397922104060001,-0.0039,0.0001927449717339276
24,3.0,-0.17273,1355,896,3142,131,765,0.110627,0.08476109720024567,0.001532784103051038,-0.00397922104060001,-0.003918,0.0002104632435833953
25,1.0,-0.587247,301,195,3843,91,104,0.110546,0.08476358377443068,0.0013514095648174806,-0.00397922104060001,-0.003855,0.0002890801537096642
26,4.0,0.931225,3283,3107,931,1767,1340,0.111356,0.08531266318261121,0.0008082934823690414,-0.0034671583630393314,-0.003834,0.0003055591831724025
27,3.0,0.460005,301,1,4037,0,1,0.111358,0.08531454294173293,0.0008082934823690414,-0.0034671583630393314,-0.003832,0.0003207406637368987
28,0.0,-0.838253,1666,3335,703,1769,1566,0.111145,0.08528751825034092,0.000793267978615737,-0.003156320846007822,-0.003378,0.0003270352333498391
29,1.0,0.335564,1355,3228,810,1021,2207,0.11173,0.08556010933145221,0.0006913457352145437,-0.0017595500204390382,-0.00355,0.000310375986011389
30,3.0,-0.331349,3526,3031,1007,912,2119,0.111113,0.08550408216429134,0.000645627402142819,-0.0022720573114231816,-0.003374,0.0003266295537261699
31,5.0,0.650553,3451,3576,462,1965,1611,0.112142,0.08530606269451997,0.0007047971489480262,9.178583980888913e-05,-0.004463,0.0003396024045418283
32,0.0,-0.570672,2285,3054,984,1192,1862,0.111744,0.08550138849759922,0.0006456773856045021,0.0005277448364864768,-0.004131,0.0003556435175786086
33,0.0,-0.245424,3911,26,4012,2,24,0.111743,0.08550056933492921,0.0006456773856045021,0.0005277448364864768,-0.004131,0.0003575186665428737
34,1.0,-0.556553,301,3479,559,1681,1798,0.110851,0.08517464482462724,0.0003079384701476925,0.0004920468638666317,-0.00352,0.00036767541326235867
35,3.0,0.062427,301,1,4037,0,1,0.110851,0.08517488202891978,0.0003079384701476925,0.0004920468638666317,-0.00352,0.0003696559777585211
36,4.0,-0.551645,69,2880,1158,1210,1670,0.110211,0.08443772239335133,0.0007698325356920194,0.0003802498423705005,-0.003543,0.00035857745584715696
37,1.0,0.52511,1165,3529,509,1540,1989,0.111109,0.0847736763892243,0.00011530142269817438,0.0006870798832931498,-0.004323,0.0003736314791202444
38,1.0,-0.489366,3062,3325,713,1419,1906,0.110429,0.08492982471860096,0.0002768512896032379,0.0007261541757662961,-0.003913,0.0003624352094165223
39,4.0,-0.10524,301,2,4036,0,2,0.110429,0.0849299448958127,0.0002768512896032379,0.0007261541757662961,-0.003913,0.0003630954594784189
40,2.0,0.445429,3562,400,3638,153,247,0.110586,0.08512082723063417,0.00020967318524522436,0.0009107501860383398,-0.003899,0.0003300996189238262
41,1.0,-0.671714,297,3412,626,1717,1695,0.11008,0.08489949029156714,0.0014650181533949755,0.002041761519817907,-0.003221,0.00022606495687876543
42,4.0,0.701954,1289,2962,1076,1413,1549,0.111104,0.08587794901770276,0.000748722879653621,0.002801060712048276,-0.002959,0.00016555271374927788
43,4.0,0.749719,2350,2982,1056,1529,1453,0.112338,0.08674823959935295,-9.248342609059942e-05,0.006860765379364351,-0.002556,0.0001796147068168689
44,1.0,0.357057,682,2228,1810,692,1536,0.112835,0.0868287240837057,-0.00045530740839074164,0.006866931781390462,-0.003072,0.0001719587441198317
45,2.0,0.262092,2373,630,3408,139,491,0.112903,0.08683521426326135,-0.00020395653634938497,0.006975498537861836,-0.003047,0.00016908752599653385
46,1.0,0.323409,1355,2598,1440,737,1861,0.113368,0.08694686270890292,-0.00021338899687774185,0.006966403599942342,-0.00339,0.0001525883182718495
47,4.0,-0.673508,3772,0,4038,0,0,0.113368,0.08694686270890292,-0.00021338899687774185,0.006966403599942342,-0.00339,0.0001525883182718495
48,1.0,0.686776,3805,3756,282,1906,1850,0.114427,0.08733903813380438,-6.855661341895632e-05,0.006261560867905194,-0.004365,0.00025608896199554346
49,2.0,-0.370808,1905,517,3521,180,337,0.114293,0.08708635197244909,-0.00010193837793094924,0.006191300914403087,-0.004432,0.00023264106895271106
50,1.0,0.382281,1355,3028,1010,1073,1955,0.114958,0.08732748333282106,-0.001243718422452374,0.006283021094457295,-0.004869,0.00025039763245852936
51,0.0,-0.826821,1355,3111,927,1527,1584,0.114907,0.08779657925818465,-0.0008592309425251142,0.004855989320790623,-0.004519,0.0002711040413999222
52,4.0,-0.7165,2683,3421,617,1760,1661,0.11407,0.08651705019202367,-0.0007512735963929052,0.0031394407188057418,-0.005241,0.00026383358609773913
53,2.0,-0.621121,279,1,4037,0,1,0.114069,0.0865167200100396,-0.0007512735963929052,0.0031394407188057418,-0.005241,0.00026671449721435214
54,5.0,-0.46916,3406,2886,1152,1343,1543,0.11332,0.0860815771637343,-0.000517780123344556,0.002923842385596436,-0.004555,0.00026601490160487785
55,4.0,-0.67529,2203,3049,989,1440,1609,0.112622,0.0856979911723725,-0.00042800402775105233,0.002963734401103388,-0.004431,0.00033051098974550675
56,0.0,0.527943,301,3,4035,0,3,0.112621,0.08569679896218825,-0.00042800402775105233,0.002963734401103388,-0.004432,0.0003206516433726422
57,1.0,0.480674,138,14,4024,3,11,0.112622,0.08565440225892575,-0.0004718299462718808,0.002963734401103388,-0.004438,0.0003093786302505822
58,5.0,0.64602,1803,26,4012,11,15,0.112624,0.08565897998555148,-0.00044065436874579926,0.002963734401103388,-0.004446,0.00026341240717556364
59,0.0,-0.408563,1355,2313,1725,609,1704,0.112468,0.08565797653580527,-0.0005062061327601273,0.0037135651560645886,-0.004324,0.00028696407838130764
60,2.0,0.548847,1355,2829,1209,1285,1544,0.113113,0.08653860426302803,-0.00018353390465470292,0.004416096436325827,-0.003953,0.00025830309794060456
61,0.0,0.428672,1311,2109,1929,585,1524,0.11325,0.08652198932663407,-7.597067258382916e-05,0.003390821156555952,-0.004016,0.00025035087276110475
62,4.0,0.552901,1355,2522,1516,992,1530,0.114029,0.08714356121251744,0.0003010544704200843,0.002683858359820978,-0.004013,0.00023161470044122357
63,3.0,0.778063,518,3748,290,2014,1734,0.115396,0.0878240662303472,0.0005042123483822193,0.0010567400300364109,-0.004209,0.00013917805770787375
64,1.0,-0.536411,2258,3101,937,1398,1703,0.114616,0.08743080731507516,0.002479367530511434,0.0017285107716431332,-0.003448,0.00011461528226840853
65,0.0,-0.623669,1355,3169,869,1216,1953,0.114375,0.08760503755424752,0.0029973943106276486,0.0026119187454214437,-0.003147,0.00012952560660611586
66,3.0,0.509756,301,2866,1172,1259,1607,0.115612,0.08851768674912149,0.002532120730155203,0.0028131754404887963,-0.003178,0.00015521916936917605
67,0.0,0.655686,2093,382,3656,141,241,0.115652,0.08863573850562366,0.002421813039399443,0.002870356935383398,-0.003209,0.00013486170465018622
68,4.0,-0.339661,3750,231,3807,55,176,0.115638,0.08862144285510588,0.002515863616394243,0.0028131754404887963,-0.003215,0.0001310469794706863
69,4.0,0.55661,497,2899,1139,1175,1724,0.116605,0.08962570971897615,0.002190702378730259,0.003060241148198635,-0.00289,0.0001238180531687964
70,2.0,0.649722,459,3007,1031,1562,1445,0.117842,0.09074018396368219,0.000921791455550637,0.001287175925433438,-0.003023,0.00019567982588481524
71,0.0,0.676847,3055,2827,1211,1112,1715,0.118027,0.09073258510380376,0.0011154101607973648,0.0011998944369444417,-0.003314,0.0002164331311583978
72,3.0,0.768761,2847,2920,1118,1590,1330,0.119732,0.09242957064342265,0.00064701020022942,0.0014658982162298738,-0.003326,0.0002842571717625077
73,0.0,-0.505987,1355,2415,1623,768,1647,0.119622,0.09256109152599781,0.0011677631320736164,0.0015620919955797441,-0.003096,0.0002711024552485191
74,0.0,0.50125,3055,2290,1748,735,1555,0.119737,0.0926040610872039,0.002657314110636864,0.001931042958301601,-0.003251,0.00026660562228656483
75,4.0,-0.412028,1217,2656,1382,939,1717,0.118957,0.09162404330243797,0.002565055201050214,0.00270779634735003,-0.003668,0.0002702691528634403
76,4.0,0.505494,522,2803,1235,1046,1757,0.119869,0.09252971179676896,0.0025554555125928816,0.0017398078393530316,-0.003422,0.00022909042050394535
77,5.0,0.41513,278,14,4024,2,12,0.119868,0.09252856031180337,0.0025554555125928816,0.0017398078393530316,-0.003421,0.0002246360718320676
