,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
0,2.0,-0.459769,2790,3715,323,1565,2150,0.114884,0.08460432893822391,-0.001756891030994096,0.0020897366830819955,-0.012416,4.836884129735083e-05,0.8626698561525129
1,5.0,-0.455548,2030,3866,172,1615,2251,0.114647,0.08418856364554966,-0.0006265230495752402,0.0021181064828991107,-0.012648,3.88194664520921e-05,0.8626603067776677
2,4.0,-0.672528,455,3889,149,1919,1970,0.114432,0.08404649187098402,-0.0009284410526173396,0.0020265723329456506,-0.012624,5.4698242139143355e-05,0.8626603067776677
3,3.0,-0.597208,568,3093,945,1479,1614,0.114229,0.08421915557492556,-0.0012956326176224223,0.0012981841008781257,-0.012346,6.598509944705786e-05,0.8626715936349757
4,4.0,-0.698781,1023,3227,811,1649,1578,0.114206,0.08415990149001631,-0.0013168726778903747,0.0012981841008781257,-0.01231,7.52903860604718e-05,0.8626715936349757
5,0.0,-0.368672,2082,326,3712,99,227,0.114192,0.08418323060144542,-0.001260562761854209,0.0014846201300401434,-0.012294,5.6677338276366824e-05,0.8626529805871915
6,1.0,-0.61331,3962,547,3491,264,283,0.114189,0.08417791724557405,-0.001260562761854209,0.0014846201300401434,-0.012299,5.356334445570164e-05,0.8626498665933708
7,4.0,-0.17765,1983,119,3919,18,101,0.114188,0.08417838572144817,-0.001260562761854209,0.0014846201300401434,-0.012296,5.1651326404428826e-05,0.8626479545753196
8,5.0,0.720011,1547,3877,161,2124,1753,0.114586,0.08478967425904745,-0.0023643603284984327,0.0014668135800564334,-0.012072,0.00010497982355718942,0.8627012830724724
9,0.0,-0.663821,1841,3874,164,1971,1903,0.11432,0.08439741531580072,-0.0026523313428134707,0.000808849046288957,-0.012148,6.826836032371579e-05,0.862664571609239
10,1.0,0.33854,1071,2056,1982,658,1398,0.11449,0.08464110996987334,-0.002432218636204404,0.00042504405235764997,-0.012096,6.720502781566923e-05,0.862663508276731
11,0.0,-0.744866,1547,3707,331,1994,1713,0.114355,0.0845668115021456,-0.002816672044058846,0.000735648970210804,-0.012077,5.40638913957633e-05,0.8626503671403111
12,3.0,0.593472,1547,3,4035,0,3,0.114354,0.08456606153733379,-0.002816672044058846,0.000735648970210804,-0.012078,4.810806074461204e-05,0.8626444113096597
13,3.0,0.364569,1547,3,4035,0,3,0.114353,0.08456559446734004,-0.002816672044058846,0.000735648970210804,-0.012079,4.4449407612648686e-05,0.8626407526565277
14,1.0,0.672398,2790,3389,649,1762,1627,0.114787,0.0848842648646632,-0.002894110517207735,0.0014027182144093536,-0.012014,7.589665102126275e-06,0.8626038929140174
15,3.0,0.814067,1547,3,4035,0,3,0.114786,0.0848831628180258,-0.002894110517207735,0.0014027182144093536,-0.012015,-9.53728477142519e-07,0.8625953495204381
16,4.0,-0.85685,1983,3926,112,2279,1647,0.114623,0.08491072967177998,-0.002302917602409646,0.00168857673823811,-0.011953,-1.7576828254315084e-05,0.8625787264206609
17,0.0,-0.785117,1437,735,3303,391,344,0.114536,0.08483683355764457,-0.0013347783945700765,0.0014937202318918855,-0.011968,-5.350564970998097e-08,0.8625787264206609
18,2.0,-0.39117,936,2017,2021,713,1304,0.114398,0.08493096685353704,-0.001302880420283293,0.0016490322588706078,-0.011785,-3.416323578093059e-05,0.8625446166905296
19,4.0,-0.272472,1983,149,3889,34,115,0.114396,0.08492874118734556,-0.0010858619279602482,0.0016490322588706078,-0.011784,-3.420159511079772e-05,0.8625445783311998
20,5.0,-0.248584,1491,3385,653,787,2598,0.114275,0.08470077107965901,-0.000990249254814786,0.0016490322588706078,-0.011874,-3.4310093501488475e-05,0.8625444698328092
21,3.0,-0.828362,2790,3868,170,2238,1630,0.114136,0.08452700042371399,-0.0011759085295948392,0.0012064357654694164,-0.011463,5.748148857328252e-05,0.8625766361136541
22,5.0,-0.692933,2790,3838,200,2113,1725,0.113737,0.08385315981313,-0.0018755398831186742,0.0009077586001858175,-0.011903,0.00013133622984587477,0.8626272392332383
23,4.0,-0.708449,1983,741,3297,376,365,0.113727,0.08379101692305624,-0.0017441962442543753,0.0009077586001858175,-0.011924,0.00014181638169864357,0.8626272392332383
24,3.0,-0.17273,3688,41,3997,5,36,0.113725,0.08378939156544771,-0.0017441962442543753,0.0009077586001858175,-0.011922,0.00014289512953226575,0.8626272392332383
