,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1328,3882,156,1663,2219,0.119153,0.06866906856644922,0.0014374466819611965,0.0019371130891507595,-0.035696,-1.000887286457044e-05
1,5.0,-0.455548,3084,3833,205,1640,2193,0.118932,0.06854067004274957,0.0018147625365263337,0.0024139868065337043,-0.0356,-9.127683523149295e-05
2,4.0,-0.672528,3798,3792,246,2159,1633,0.118303,0.06861214663224272,0.001971286901990721,0.0021301707250291737,-0.034662,-0.00013205380973013123
3,3.0,-0.597208,2756,3802,236,2003,1799,0.118119,0.06847958585083734,0.0020158645832177905,0.0025055523686041818,-0.034694,-0.000164539301188413
4,4.0,-0.698781,1584,3828,210,2190,1638,0.117542,0.06856814931435698,0.001733265127186669,0.0019759375558585615,-0.033944,-0.00010040582755632583
5,0.0,-0.368672,4017,4,4034,1,3,0.117542,0.06856856359646436,0.001733265127186669,0.0019759375558585615,-0.033944,-9.780382829908394e-05
6,1.0,-0.61331,2756,3164,874,1703,1461,0.117228,0.06843755533502976,0.001950304420737529,0.0016186343427379262,-0.033674,-9.144930779070727e-05
7,4.0,-0.17765,3798,33,4005,6,27,0.117229,0.0684387032051479,0.001950304420737529,0.0016186343427379262,-0.033674,-8.808387905422134e-05
8,5.0,0.720011,710,3,4035,1,2,0.117217,0.06843111458598042,0.001950304420737529,0.0016186343427379262,-0.033676,-0.0001315371595692003
9,0.0,-0.663821,2756,3896,142,2192,1704,0.117015,0.06832160720619646,0.0022252938083118187,0.00022824887912919735,-0.033658,-0.0001309082890566972
10,1.0,0.33854,1249,2636,1402,908,1728,0.117251,0.06840814607919198,0.0027233753334827042,0.0006499459260226441,-0.033795,-0.00016114082186184702
11,0.0,-0.744866,1631,3671,367,2159,1512,0.117123,0.06847411569672425,0.002229794181990455,-0.00093508806464103,-0.033785,-0.00016544447788231412
12,3.0,0.593472,1141,3664,374,1930,1734,0.117435,0.06887486838763714,0.002534914017050308,-9.565807420401115e-05,-0.03375,-5.675903594123959e-05
13,3.0,0.364569,1141,2439,1599,871,1568,0.117506,0.06905857155063116,0.0025197515349788483,-0.00032233885428288166,-0.033675,-8.932167520838494e-05
14,1.0,0.672398,3613,15,4023,8,7,0.117512,0.06906315169064454,0.0025197515349788483,-0.00032233885428288166,-0.033683,-0.00011265945064785015
15,3.0,0.814067,1865,184,3854,122,62,0.117572,0.0690908807548667,0.002652214535867411,-0.00017455497492417806,-0.033707,-0.00011981844874969053
16,4.0,-0.85685,1959,3903,135,2460,1443,0.117396,0.06921740975588951,0.0026604597737758485,-0.0005136198772562908,-0.033339,-0.00011026804023273088
17,0.0,-0.785117,2756,3766,272,2252,1514,0.117335,0.06921975900341558,0.0029617013571168293,-0.00017874894342287729,-0.033289,-0.00010764636556078238
18,2.0,-0.39117,3458,3626,412,1388,2238,0.117165,0.06885971710915459,0.0031173815227521664,0.0002642630221771532,-0.033402,-9.988072342871292e-05
19,4.0,-0.272472,1915,171,3867,44,127,0.117165,0.06885981651333847,0.0031173815227521664,0.0002642630221771532,-0.033401,-9.59991528329309e-05
20,5.0,-0.248584,2912,3238,800,791,2447,0.116975,0.06873020175172213,0.002915226209632511,0.0003597695226157066,-0.033226,-0.00011742740239965533
21,3.0,-0.828362,2756,3259,779,2046,1213,0.116787,0.06853483012971316,0.0027074988778455554,-0.00012313331788149566,-0.033346,-1.3911581651945505e-05
22,5.0,-0.692933,2756,4026,12,2216,1810,0.116575,0.06837760718201909,0.0028370645226956257,8.745935652870903e-05,-0.033219,-0.0001375281203991602
23,4.0,-0.708449,4019,59,3979,39,20,0.116566,0.06837003893862624,0.0028370645226956257,8.745935652870903e-05,-0.033212,-0.00010775455639816983
24,3.0,-0.17273,2756,1811,2227,304,1507,0.11649,0.0683748608028555,0.002941583721294643,0.0005075019260753511,-0.033194,-0.00010178798051304975
25,1.0,-0.587247,3524,3855,183,1994,1861,0.116285,0.06831111144150462,0.0028714873363191594,0.0005157370104970105,-0.033025,-0.00012426265246155187
26,4.0,0.931225,1112,3865,173,2441,1424,0.116889,0.06840256323352312,0.0020540312060238685,-0.0002356395413266466,-0.033623,-0.00022496317239222778
