,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,568,3563,475,1505,2058,0.120675,0.06346326213628055,-0.002337177498323978,-0.0003133210997728835,0.044411,9.554023273087398e-06
1,5.0,-0.455548,2388,3459,579,1264,2195,0.120382,0.06358539234389428,-0.0019681712694437367,0.00034653315851767267,0.044113,2.386536271354296e-05
2,4.0,-0.672528,568,3295,743,1715,1580,0.11958,0.06378514978351044,-0.002119929600474525,0.0011918645983609308,0.043232,2.6384030700668485e-05
3,3.0,-0.597208,568,3836,202,1764,2072,0.119221,0.06386668309841159,-0.0017627542677466647,0.0014690075734956085,0.042691,5.400324337707354e-05
4,4.0,-0.698781,1781,3603,435,1888,1715,0.118688,0.06433305468157353,-0.0023191503951257133,0.0021933266252180134,0.042013,7.751201617562104e-05
5,0.0,-0.368672,2388,2666,1372,862,1804,0.118339,0.0644866627209692,-0.0021205497657134325,0.002554185966309049,0.041588,6.469665346207809e-05
6,1.0,-0.61331,568,3590,448,1676,1914,0.118171,0.06412207164671363,-0.0021851448821544705,0.002160376371917154,0.041652,6.823301766113726e-05
7,4.0,-0.17765,568,1633,2405,233,1400,0.118114,0.06413345284170766,-0.002222885575870711,0.002160376371917154,0.041587,5.3310796814393014e-05
8,5.0,0.720011,568,3564,474,1744,1820,0.118399,0.06407736135495921,-0.0021799245360790355,0.0024925114185144416,0.04183,5.350023726995132e-05
9,0.0,-0.663821,2249,3613,425,1862,1751,0.117904,0.06405211711491689,-0.001536000460962213,0.003599645623737163,0.041022,3.307766282533182e-05
10,1.0,0.33854,408,3364,674,955,2409,0.118092,0.06433493107633804,-0.0012542161549179175,0.003664651070813172,0.041009,3.865287533667951e-05
11,0.0,-0.744866,2388,3519,519,1908,1611,0.117447,0.06471971133564,-0.0009101556061207015,0.0024934738757439044,0.039941,2.323936539197372e-05
12,3.0,0.593472,2251,2931,1107,1297,1634,0.118183,0.06486743810421652,-0.0007975095402145168,0.002352366485082151,0.040584,4.354849512705666e-05
13,3.0,0.364569,2178,3649,389,1135,2514,0.118337,0.06479846478882301,-0.0009064170557309829,0.0016189378528580348,0.040789,4.309509373183653e-05
14,1.0,0.672398,2166,3559,479,1753,1806,0.118613,0.0650971954836674,2.1104520922290116e-05,0.002636248169685024,0.040817,1.986756216461692e-05
15,3.0,0.814067,2388,3853,185,2104,1749,0.11962,0.06503079074933475,0.0005261111384432526,0.002427437525689767,0.041899,2.15309972440213e-05
16,4.0,-0.85685,1638,3696,342,2105,1591,0.118865,0.06509636169786943,0.0003094897367021246,0.0022234588751050984,0.041044,-1.025377621475563e-05
17,0.0,-0.785117,2388,3822,216,2055,1767,0.118456,0.065400833919035,8.785883855616647e-05,0.0026451326485106845,0.04033,7.009482017480079e-06
18,2.0,-0.39117,2174,3391,647,1214,2177,0.118332,0.06497933372500628,1.1673849210233732e-05,0.002183166564005599,0.040652,2.7599648102505645e-06
19,4.0,-0.272472,568,2617,1421,597,2020,0.118256,0.06506565303617094,-3.398643947852923e-05,0.002129162752914413,0.040532,5.900940299232986e-06
20,5.0,-0.248584,870,2423,1615,452,1971,0.118204,0.06509332903744854,-0.0002135973768735553,0.002129162752914413,0.040474,9.141701213650746e-06
21,3.0,-0.828362,533,3767,271,2113,1654,0.1175,0.06542027134145642,-0.0009458710786986292,0.002269100707599521,0.039466,8.893941867277875e-06
22,5.0,-0.692933,2752,3672,366,1749,1923,0.117338,0.06552903307285773,-0.0009731863357742154,0.002131821856308681,0.039222,1.0227650706099365e-05
23,4.0,-0.708449,568,2771,1267,1320,1451,0.117147,0.06584810170887129,-0.0008428613362651797,0.0023609447837471386,0.038813,-7.737126053824712e-06
24,3.0,-0.17273,568,1123,2915,176,947,0.11707,0.06576522357620068,-0.000884253654584949,0.002358883219079221,0.038751,-1.2139174828273833e-05
25,1.0,-0.587247,568,3539,499,1540,1999,0.116962,0.06575199247556764,-0.0013855423254457188,0.0022584304365558822,0.038803,-1.1379543731467691e-05
26,4.0,0.931225,2251,3946,92,2260,1686,0.117144,0.06571424185062895,-0.0012134071900000724,0.0024520366470523482,0.038963,-1.4708238953057194e-05
