,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,568,2928,1110,1220,1708,0.120176,0.06375661877269581,-0.003570006441954831,0.0007162596752571509,0.043722,-3.439386811917142e-05
1,5.0,-0.455548,2388,3381,657,1193,2188,0.119675,0.06360468616739758,-0.002374022915392341,0.0015794365802817576,0.043544,-4.6634645539324924e-05
2,4.0,-0.672528,568,3429,609,1782,1647,0.118714,0.06355660785756334,-0.003529300923718643,0.0022349656260611727,0.042774,-0.0001558077081785921
3,3.0,-0.597208,568,3332,706,1500,1832,0.117856,0.06343208893149478,-0.003327191389834707,0.0030420480166861593,0.041937,-0.0001463199778351549
4,4.0,-0.698781,1111,3388,650,1645,1743,0.117241,0.06321397806917761,-0.002611287612500696,0.0033526038446638315,0.041573,-0.0001520473360921492
5,0.0,-0.368672,3134,682,3356,227,455,0.117067,0.06327142322998666,-0.002381885557094343,0.0032767408710657276,0.041429,-0.00017457273841945794
6,1.0,-0.61331,568,3387,651,1540,1847,0.116328,0.06277657646955871,-0.00037019877609297355,0.0026290791561053677,0.04095,-0.000172831795941947
7,4.0,-0.17765,1598,22,4016,3,19,0.116329,0.06277752554359423,-0.00037019877609297355,0.0026290791561053677,0.040951,-0.0001627167359586028
8,5.0,0.720011,352,3415,623,1587,1828,0.117275,0.06282702936130162,6.309519759530267e-05,0.0032809524810756122,0.041355,-0.00016711669882069736
9,0.0,-0.663821,2388,2976,1062,1476,1500,0.11637,0.06320476325564886,0.00021603226482936293,0.005530423655159005,0.040171,-0.0001265087017917298
10,1.0,0.33854,2903,759,3279,200,559,0.116491,0.06319814462856956,-3.3379243590851205e-05,0.005530423655159005,0.040327,-9.411251461668647e-05
11,0.0,-0.744866,3540,3525,513,1796,1729,0.115408,0.06350709413419445,0.0006899602025453653,0.0047246405905196605,0.038927,-0.0001424039728984394
12,3.0,0.593472,683,2890,1148,1151,1739,0.116445,0.06393003703482604,0.00011260499116368881,0.0035783136077927064,0.039607,-7.912449778083601e-05
13,3.0,0.364569,2388,660,3378,185,475,0.11664,0.06397539786888397,0.00014015061838011674,0.003610265827082265,0.039706,-8.347042499054137e-05
14,1.0,0.672398,2382,2921,1117,1338,1583,0.117223,0.06465130908089202,-0.0009525736512109381,0.0037713068278239126,0.039546,-6.354811748868448e-05
15,3.0,0.814067,2388,3513,525,1797,1716,0.118999,0.06523644100610558,-0.0003380330412643134,0.003203286201468082,0.040653,-5.0382655740727085e-05
16,4.0,-0.85685,568,3372,666,1735,1637,0.118293,0.06523795219114006,0.001167059842041066,0.004663848383906671,0.040195,-6.85260163085244e-05
17,0.0,-0.785117,2388,3470,568,1707,1763,0.11755,0.06500512651384702,0.00043363802165389306,0.004858800306313336,0.039188,-5.576463072703484e-05
18,2.0,-0.39117,380,2799,1239,888,1911,0.117029,0.06466914137043014,0.0010749495591649814,0.0034757352283242633,0.039169,-6.38856327752466e-05
19,4.0,-0.272472,568,1336,2702,248,1088,0.116914,0.06478193117246135,0.001088338976723202,0.0034757352283242633,0.039053,-7.339418687279549e-05
20,5.0,-0.248584,862,2517,1521,478,2039,0.116739,0.06474491313073516,0.0006630853533967355,0.003753130341016058,0.039016,-7.292597073018593e-05
21,3.0,-0.828362,945,2468,1570,1321,1147,0.115848,0.06401223573885771,-0.000875906637036709,0.0025744770065967365,0.038376,-8.32130034115427e-05
22,5.0,-0.692933,2701,3377,661,1536,1841,0.115057,0.06366559550182897,-0.0007899348905728518,0.001360868155289099,0.037885,-0.00012505526634791302
23,4.0,-0.708449,568,1930,2108,792,1138,0.1146,0.06376867520304827,-0.0014335056374921982,0.0015136405575044913,0.037465,-0.0001486666553055758
24,3.0,-0.17273,1832,59,3979,6,53,0.114599,0.06376814765684252,-0.0014335056374921982,0.0015136405575044913,0.037467,-0.00014479804921495933
25,1.0,-0.587247,568,3398,640,1444,1954,0.113865,0.06363918708746077,-0.001374420865152396,0.001406945113047395,0.036975,-0.0001531398087263896
26,4.0,0.931225,3558,621,3417,302,319,0.114151,0.06365299722760301,-0.0011176963157941094,0.0017112198877782616,0.037139,-0.00013890472578506746
27,3.0,0.460005,2388,2833,1205,994,1839,0.115092,0.06383666134232743,-0.0009485120939314785,0.002685039554159074,0.037767,-0.00012657051764773973
28,0.0,-0.838253,2282,21,4017,16,5,0.115074,0.06382725494906309,-0.0009594336155408635,0.0019418848617590299,0.037736,-0.00017767197015248513
29,1.0,0.335564,2504,2449,1589,610,1839,0.115372,0.06428358661848936,-0.0016746089170119492,0.0012215692103528671,0.037599,-0.00016520492385389636
30,3.0,-0.331349,568,1854,2184,512,1342,0.11484,0.06423050122638516,-0.0016587203556343243,0.00131244172207867,0.03722,-0.00017946105641219925
31,5.0,0.650553,3901,3385,653,1408,1977,0.115846,0.06471331390288287,-0.0021684631435727416,0.0014777382222886457,0.037646,-0.00021287068338257144
32,0.0,-0.570672,3298,686,3352,267,419,0.115739,0.06478235822533479,-0.0021524748278431236,0.0014777382222886457,0.037557,-0.00027076179504387373
33,0.0,-0.245424,2388,195,3843,31,164,0.11573,0.06481771592571224,-0.0021524748278431236,0.0014777382222886457,0.037553,-0.0002667044293592983
34,1.0,-0.556553,568,3215,823,1251,1964,0.115289,0.0647471305482958,-0.0016515017403277389,0.0012674351827686567,0.037322,-0.00022718375592528002
35,3.0,0.062427,2388,11,4027,0,11,0.115289,0.06474691777169002,-0.0016515017403277389,0.0012674351827686567,0.037322,-0.0002257736881767374
36,4.0,-0.551645,568,2488,1550,815,1673,0.114912,0.06465310125934287,-0.0014705940824387286,0.0013778779370948327,0.037044,-0.00021385998428963664
37,1.0,0.52511,799,2900,1138,1036,1864,0.115456,0.06496864927511156,-0.0018088317263856848,0.0005193413206176526,0.037096,-0.0002190614079093445
38,1.0,-0.489366,3247,2368,1670,794,1574,0.115184,0.06470630986551154,-0.002514188967302304,0.00036811452309233226,0.037333,-0.0002223853247204364
39,4.0,-0.10524,858,4,4034,0,4,0.115184,0.06470635573131368,-0.002514188967302304,0.00036811452309233226,0.037334,-0.0002218012135543062
40,2.0,0.445429,2344,3062,976,1112,1950,0.11584,0.0653966528049911,-0.0020455208103125925,-4.965214660259389e-06,0.037093,-0.00022460315769418042
41,1.0,-0.671714,568,3291,747,1412,1879,0.1154,0.0654068996274817,-0.001155904398522405,0.0007214961801529223,0.037083,-0.0002470291294693724
42,4.0,0.701954,2251,3194,844,1261,1933,0.11618,0.06556276451001113,-0.0015383623844814997,0.0005987184396245875,0.03759,-0.00023849049366843152
43,4.0,0.749719,2251,2417,1621,986,1431,0.116956,0.06539426983053903,-0.0018300144528125336,0.0007398726399183957,0.038161,-0.00022311532654785714
44,1.0,0.357057,1324,1944,2094,469,1475,0.117203,0.0655160170396274,-0.0016851240255677442,0.0011739483443461776,0.038108,-0.0002430121269744669
45,2.0,0.262092,2344,2,4036,1,1,0.117204,0.06551673486349051,-0.0016851240255677442,0.0011739483443461776,0.038109,-0.0002338476060534469
46,1.0,0.323409,2344,6,4032,2,4,0.117205,0.06551919539112547,-0.0016851240255677442,0.0011739483443461776,0.038108,-0.0002488029415325259
47,4.0,-0.673508,1753,2613,1425,1027,1586,0.116671,0.06569687971936594,-0.001995170021623951,0.0016284702795316144,0.037494,-0.0002435543403936301
48,1.0,0.686776,2344,3282,756,1375,1907,0.117349,0.06633337760272387,-0.0025581191165426277,0.001780481230818205,0.037438,-0.00023888957188657387
49,2.0,-0.370808,3765,2978,1060,955,2023,0.116859,0.06581095830999975,-0.003002622237433157,0.0014132451515874677,0.037548,-0.00023544824977714086
50,1.0,0.382281,2032,107,3931,31,76,0.116911,0.06579458039378717,-0.0029466932332250528,0.0014132451515874677,0.037596,-0.0002399720335107383
51,0.0,-0.826821,2388,3455,583,1639,1816,0.116391,0.06608592435919497,-0.003708682005513797,0.0008411800525419623,0.036913,-0.00023394167120983873
52,4.0,-0.7165,568,3103,935,1251,1852,0.11558,0.06576649298822927,-0.002308663663562859,0.001765936760388878,0.036243,-0.0002581354970330623
53,2.0,-0.621121,4004,52,3986,24,28,0.115577,0.06576638805870591,-0.002304469242723723,0.001765936760388878,0.036243,-0.00023378016380476552
54,5.0,-0.46916,2388,2517,1521,817,1700,0.115147,0.06530331977517784,-0.0021042534694000114,0.0032773982489267095,0.036036,-0.0002607151229530695
55,4.0,-0.67529,858,2113,1925,706,1407,0.114748,0.06538161073093376,-0.001712895352675165,0.003695080978301544,0.035667,-0.00029071432242488597
56,0.0,0.527943,1945,170,3868,63,107,0.114784,0.06538811024038084,-0.0016842464118605384,0.004031896928113366,0.035731,-0.00025248448830753024
57,1.0,0.480674,2344,764,3274,269,495,0.114991,0.0654561308944348,-0.00206370425126477,0.004366948278928424,0.035973,-0.000332642472957196
58,5.0,0.64602,568,2352,1686,954,1398,0.115859,0.06546304245689637,-0.0020905395899621588,0.004582959569596629,0.036713,-0.00034024780155888503
59,0.0,-0.408563,2388,2425,1613,596,1829,0.115546,0.06544435031004608,-0.0016297478534947312,0.004166212571337088,0.036351,-0.0003114379228760427
60,2.0,0.548847,1456,3143,895,1300,1843,0.116377,0.06643172873047398,-0.0013415186171602722,0.005205123329197385,0.036119,-0.0003000181828413807
61,0.0,0.428672,568,1485,2553,368,1117,0.116551,0.06641892058767547,-0.001300409467494873,0.005080214386075852,0.03621,-0.00031325331529991003
62,4.0,0.552901,2251,1660,2378,466,1194,0.116917,0.06658688949351271,-0.0014432357506182093,0.004815508919341903,0.036392,-0.00032083443067500286
63,3.0,0.778063,768,2954,1084,1488,1466,0.118534,0.06739457456898584,-0.0009838462491985436,0.003650484105141733,0.037267,-0.0002528623336212768
64,1.0,-0.536411,3184,3383,655,1223,2160,0.117929,0.06667969807497917,-0.001171614999376744,0.00330354062083817,0.037007,-0.00029192475006098955
65,0.0,-0.623669,1575,2723,1315,938,1785,0.11745,0.0667608294652922,-0.0012105791824499291,0.004334004616718638,0.036534,-0.000307038506560123
66,3.0,0.509756,3496,360,3678,109,251,0.117567,0.06685606031309409,-0.0012949544693737684,0.004437661085534613,0.036637,-0.00030147577651143105
67,0.0,0.655686,568,2623,1415,956,1667,0.117964,0.0670306991785593,-0.0017889825240899452,0.004620482539502192,0.036801,-0.0003250088044886531
68,4.0,-0.339661,2086,175,3863,35,140,0.117955,0.06711679472792856,-0.0017889825240899452,0.004647605254986731,0.036774,-0.0003308750399429734
69,4.0,0.55661,2622,1924,2114,521,1403,0.118341,0.06719987336230202,-0.0022843853325580123,0.0042953112027715665,0.037069,-0.00036865831303037127
70,2.0,0.649722,2137,3368,670,1641,1727,0.119569,0.06891174083814634,-0.001090940352791517,0.005522453273783822,0.036627,-0.0003481859719275524
71,0.0,0.676847,568,3275,763,1229,2046,0.120244,0.06917007930624146,-0.0009691983749238322,0.0034372651826970156,0.037057,-0.0003960265595317449
72,3.0,0.768761,1457,2847,1191,1471,1376,0.121967,0.07005134360850443,0.00033028442609907835,0.001935850982989982,0.037791,-0.00033503673531783053
