,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,2235,2734,1304,1104,1630,0.119889,0.0692045304260324,-0.0017474324435907496,-0.0006889075283437684,-0.039003,7.195791037385492e-06
1,5.0,-0.455548,3234,3105,933,1267,1838,0.119684,0.06873866551796162,-0.0025650438602074755,0.0003406672722814881,-0.039204,-8.894528348601118e-07
2,4.0,-0.672528,2022,184,3854,81,103,0.119675,0.0687354652342698,-0.0025626587738588925,0.0003406672722814881,-0.03922,-1.5132560658578856e-05
3,3.0,-0.597208,3589,547,3491,252,295,0.119636,0.06876312530931979,-0.0025979885243169387,0.0001952694656767042,-0.039214,-2.198926095568208e-06
4,4.0,-0.698781,1551,3647,391,1897,1750,0.119531,0.06850739343852172,-0.0017892439588125578,3.8663728940529166e-05,-0.039679,2.4062376206981936e-05
5,0.0,-0.368672,2677,3500,538,1275,2225,0.118989,0.0683645883501961,-0.0019837755170305157,0.000561817297929702,-0.039294,3.071801597415397e-05
6,1.0,-0.61331,1498,3585,453,1800,1785,0.118229,0.06843555689027504,-0.0014503737018903068,0.0017502156551574128,-0.03823,3.8441581213074495e-05
7,4.0,-0.17765,2022,13,4025,2,11,0.118227,0.0684341050254209,-0.0014610732531284997,0.0017502156551574128,-0.038231,4.36770197779758e-05
8,5.0,0.720011,2677,3861,177,2082,1779,0.118711,0.06916935754864241,-0.001552677529074852,0.0015006614783529216,-0.037809,2.5098474060261975e-05
9,0.0,-0.663821,1874,181,3857,101,80,0.118708,0.0692148958403632,-0.0016276875627664086,0.0015006614783529216,-0.037792,7.856401008403024e-05
10,1.0,0.33854,2677,2476,1562,771,1705,0.11896,0.06912301759114667,-0.00138155147185127,0.0004971442614401338,-0.038043,6.999781548140582e-05
11,0.0,-0.744866,3568,3680,358,2147,1533,0.118525,0.06923187217943351,-0.0016340204635461833,0.0009859702969432886,-0.037388,5.483738798285008e-05
12,3.0,0.593472,2022,171,3867,78,93,0.118555,0.0692370504366783,-0.0018244442755943296,0.0009859702969432886,-0.037428,5.561300075828954e-05
13,3.0,0.364569,526,2918,1120,934,1984,0.118901,0.06943770566720497,-0.0021169780518147724,0.00021560257583191079,-0.037718,4.566423456203635e-05
14,1.0,0.672398,1038,3630,408,1889,1741,0.119522,0.0695066928849067,-0.002047478106629693,-1.5704345997610592e-05,-0.038436,-5.1691409738845906e-08
15,3.0,0.814067,2022,166,3872,97,69,0.119606,0.06950263762765233,-0.0020100642824706035,-0.00018517801468313576,-0.038482,-1.0582973905406087e-05
16,4.0,-0.85685,2978,3972,66,2260,1712,0.119652,0.06924230850288812,-0.001984678620129503,1.784504997676935e-05,-0.038829,-4.112618206800821e-06
17,0.0,-0.785117,1098,3566,472,2063,1503,0.119146,0.06914615673258373,-0.002049503197931134,0.00031334563833344305,-0.038239,-7.245849204572551e-06
18,2.0,-0.39117,1898,155,3883,59,96,0.119098,0.06912502358980953,-0.0019948150526030136,0.00031334563833344305,-0.038188,-1.2323764530148195e-05
19,4.0,-0.272472,3921,306,3732,59,247,0.119078,0.0690686331797882,-0.0019834452325847825,0.00031334563833344305,-0.038208,-4.945502584121946e-06
20,5.0,-0.248584,3234,2290,1748,526,1764,0.119016,0.06904216972722588,-0.0016997209867665203,0.00037155391599731484,-0.038271,-1.0707437999535944e-05
21,3.0,-0.828362,5,3585,453,2075,1510,0.118789,0.06897373571313994,-0.002036297445148847,0.00041740343136146077,-0.037957,4.686995739536379e-05
22,5.0,-0.692933,3234,3928,110,2111,1817,0.118661,0.06881576645428678,-0.001958043683455712,-0.00010875008176435798,-0.038087,4.5910693551177934e-05
23,4.0,-0.708449,2978,743,3295,368,375,0.118651,0.0687720496419744,-0.0019910183462942327,-0.00048274870327324906,-0.038144,4.715070345461938e-05
24,3.0,-0.17273,1886,118,3920,19,99,0.118636,0.0687676179508948,-0.0019910183462942327,-0.00048274870327324906,-0.038135,4.967642618738667e-05
